case_id,status,ccx_path,source_inp_path,reference_dat_path,deck_path,dat_path,frd_path,returncode,lambda_1,reference_lambda_1,max_reference_error_pct,eigenvalue_count,reference_eigenvalue_count,message
beamb,PASS,/Volumes/Samsung SSD/homebrew-cellar/Cellar/calculix-ccx/2.23/bin/ccx_2.23,/opt/homebrew/share/calculix-ccx/beamb.inp,/opt/homebrew/share/calculix-ccx/beamb.dat.ref,/Volumes/Samsung SSD/hpa-mdo/output/phase16_ccx_buckling_wire6_ramp/_ccx_buckle_runtime/beamb.inp,/Volumes/Samsung SSD/hpa-mdo/output/phase16_ccx_buckling_wire6_ramp/_ccx_buckle_runtime/beamb.dat,/Volumes/Samsung SSD/hpa-mdo/output/phase16_ccx_buckling_wire6_ramp/_ccx_buckle_runtime/beamb.frd,0,48.15456,48.15456,0.0,10,10,CalculiX BUCKLE completed and matched the installed verification reference.
