schema_version,case_label,status,structure_trust_label,geometry_z_basis,loaded_shape_csv,source_pre_structure_avl,loaded_shape_avl,loaded_shape_fs_path,candidate_avl_artifact,pre_structure_cl,pre_structure_alpha_deg,loaded_shape_alpha_deg,pre_structure_CDi,loaded_shape_CDi,delta_CDi_loaded_minus_pre,pre_structure_e_CDi,loaded_shape_e_CDi,delta_e_CDi_loaded_minus_pre,local_cl_max,local_cl_min,re_min,re_max,stall_margin_min,stall_margin_basis,diagnostic_section_cl_limit,root_bending_moment_pre_structure_nm,root_bending_moment_loaded_shape_nm,root_bending_moment_ratio_loaded_vs_pre,bending_proxy_pre_structure_m,bending_proxy_loaded_shape_m,target_main_tip_z_m,effective_dihedral_deg,tube_mass_kg,total_structural_mass_kg,jig_ground_clearance_min_m,loaded_shape_local_cl_re_envelope_csv,loaded_shape_spanload_comparison_csv,aero_warning_flags
loaded_shape_avl_recheck_mvp_v1,target_main_tip_z_4p250m,rechecked_for_screening_with_aero_warnings,daily_screening,main_beam_loaded_shape_spar_data_root_offset_removed_as_avl_section_z_proxy,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m/loaded_shape_spar_data.csv,/Volumes/Samsung SSD/hpa-mdo/output/final_candidate_validation/smooth_tier2_production_baseline/geometry_exports/production_inspection/smooth_tier2_production_baseline/smooth_tier2_production_baseline.avl,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/loaded_shape_avl_recheck_mvp/runs/target_main_tip_z_4p250m/loaded_shape_wing.avl,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/loaded_shape_avl_recheck_mvp/runs/target_main_tip_z_4p250m/avl_run/concept_spanwise.fs,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/candidate_avl_artifacts/target_main_tip_z_4p250m.json,1.16853,-0.23111,-0.363,0.0124562,0.0119979,-0.0004583,0.9831,1.0099,0.026800000000000046,1.2938,0.1139,291577.191369863,568130.3036712329,-0.0938000000000001,diagnostic_constant_section_cl_limit_not_gate,1.2,3544.979541022862,3550.993038714766,1.0016963420020666,7.066872463322072,7.080548754407343,4.249999999997169,13.905689643629,9.68940044080386,12.18940044080386,0.04443739171417006,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/loaded_shape_avl_recheck_mvp/runs/target_main_tip_z_4p250m/loaded_shape_local_cl_re_envelope.csv,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/loaded_shape_avl_recheck_mvp/runs/target_main_tip_z_4p250m/loaded_shape_spanload_comparison.csv,superunit_loaded_shape_e_cdi_check_reference_convention; negative_diagnostic_stall_margin_not_gate; beam_line_z_proxy_not_aero_surface_truth
