section_index,eta,y_m,z_m,chord_m,twist_deg,dihedral_local_z_slope,dihedral_local_deg,airfoil_id,airfoil_source_quality,airfoil_dat_path
0,0.0,0.0,0.0,1.25858455,6.6331022294302215,,,dae11,full_polar_candidate_not_mission_grade,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/cruise_normalized/policy_A_performance_candidate/airfoils/dae11.dat
1,0.15999999997436815,2.746582865,0.067125039,1.090553601,6.958807951430222,0.024439473447308496,1.39999999210063,dae11,full_polar_candidate_not_mission_grade,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/cruise_normalized/policy_A_performance_candidate/airfoils/dae11.dat
2,0.34999999999126186,6.008150018,0.19669771,0.976171912,7.061825201430222,0.03972712040615771,2.2749999996652357,dae11,full_polar_candidate_not_mission_grade,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/cruise_normalized/policy_A_performance_candidate/airfoils/dae11.dat
3,0.5200000000186412,8.926394313,0.358575623,0.934043334,6.670354904430221,0.05547099441858073,3.175000008675714,dae11,full_polar_candidate_not_mission_grade,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/cruise_normalized/policy_A_performance_candidate/airfoils/dae11.dat
4,0.6999999999825237,12.016300036,0.577352682,0.944285035,5.843204735430222,0.07080379746589437,4.050000002169183,clarkysm,full_polar_mission_grade_candidate,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/cruise_normalized/policy_A_performance_candidate/airfoils/clarkysm.dat
5,0.8199999999778633,14.076237185,0.750330437,0.969772058,5.245455190430222,0.08397234599316411,4.79999998996851,clarkysm,full_polar_mission_grade_candidate,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/cruise_normalized/policy_A_performance_candidate/airfoils/clarkysm.dat
6,0.8999999999941746,15.449528618,0.877726832,0.848780446,4.927585399430222,0.09276719561389703,5.30000002324913,clarkysm,full_polar_mission_grade_candidate,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/cruise_normalized/policy_A_performance_candidate/airfoils/clarkysm.dat
7,0.9499999999679601,16.307835763,0.962262707,0.655765051,4.728916780430222,0.09849140309789695,5.624999985287794,clarkysm,full_polar_mission_grade_candidate,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/cruise_normalized/policy_A_performance_candidate/airfoils/clarkysm.dat
8,1.0,17.166142909,1.050581633,0.645933854,4.649449332430222,0.10289897551429657,5.875000013598958,clarkysm,full_polar_mission_grade_candidate,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/cruise_normalized/policy_A_performance_candidate/airfoils/clarkysm.dat
