cst_mid1_nsga2_g06_child_0001_a86879e2
 1.00000000  0.00123326
 0.99961452  0.00134494
 0.99845867  0.00167688
 0.99653423  0.00222006
 0.99384417  0.00295996
 0.99039264  0.00387744
 0.98618496  0.00494986
 0.98122762  0.00615233
 0.97552826  0.00745925
 0.96909567  0.00884580
 0.96193977  0.01028951
 0.95407159  0.01177164
 0.94550326  0.01327850
 0.93624800  0.01480240
 0.92632008  0.01634241
 0.91573481  0.01790465
 0.90450850  0.01950229
 0.89265847  0.02115503
 0.88020298  0.02288831
 0.86716125  0.02473206
 0.85355339  0.02671920
 0.83940037  0.02888385
 0.82472402  0.03125944
 0.80954697  0.03387667
 0.79389263  0.03676161
 0.77778512  0.03993389
 0.76124928  0.04340513
 0.74431062  0.04717771
 0.72699525  0.05124396
 0.70932987  0.05558577
 0.69134172  0.06017466
 0.67305853  0.06497241
 0.65450850  0.06993203
 0.63572022  0.07499926
 0.61672268  0.08011423
 0.59754516  0.08521351
 0.57821723  0.09023222
 0.55876870  0.09510613
 0.53922955  0.09977369
 0.51962991  0.10417791
 0.50000000  0.10826786
 0.48037009  0.11199984
 0.46077045  0.11533820
 0.44123130  0.11825561
 0.42178277  0.12073306
 0.40245484  0.12275929
 0.38327732  0.12433007
 0.36427978  0.12544709
 0.34549150  0.12611675
 0.32694147  0.12634887
 0.30865828  0.12615542
 0.29067013  0.12554942
 0.27300475  0.12454397
 0.25568938  0.12315163
 0.23875072  0.12138398
 0.22221488  0.11925161
 0.20610737  0.11676433
 0.19045303  0.11393160
 0.17527598  0.11076325
 0.16059963  0.10727019
 0.14644661  0.10346525
 0.13283875  0.09936385
 0.11979702  0.09498466
 0.10734153  0.09034989
 0.09549150  0.08548540
 0.08426519  0.08042048
 0.07367992  0.07518733
 0.06375200  0.06982021
 0.05449674  0.06435435
 0.04592841  0.05882474
 0.03806023  0.05326471
 0.03090433  0.04770463
 0.02447174  0.04217058
 0.01877238  0.03668331
 0.01381504  0.03125744
 0.00960736  0.02590096
 0.00615583  0.02061518
 0.00346577  0.01539506
 0.00154133  0.01022989
 0.00038548  0.00510437
 0.00000000  0.00000000
 0.00038548 -0.00319413
 0.00154133 -0.00633334
 0.00346577 -0.00936407
 0.00615583 -0.01223711
 0.00960736 -0.01490959
 0.01381504 -0.01734641
 0.01877238 -0.01952135
 0.02447174 -0.02141766
 0.03090433 -0.02302803
 0.03806023 -0.02435423
 0.04592841 -0.02540610
 0.05449674 -0.02620027
 0.06375200 -0.02675857
 0.07367992 -0.02710618
 0.08426519 -0.02726987
 0.09549150 -0.02727614
 0.10734153 -0.02714966
 0.11979702 -0.02691190
 0.13283875 -0.02658019
 0.14644661 -0.02616708
 0.16059963 -0.02568017
 0.17527598 -0.02512238
 0.19045303 -0.02449246
 0.20610737 -0.02378595
 0.22221488 -0.02299623
 0.23875072 -0.02211581
 0.25568938 -0.02113752
 0.27300475 -0.02005578
 0.29067013 -0.01886755
 0.30865828 -0.01757318
 0.32694147 -0.01617692
 0.34549150 -0.01468707
 0.36427978 -0.01311592
 0.38327732 -0.01147930
 0.40245484 -0.00979590
 0.42178277 -0.00808636
 0.44123130 -0.00637229
 0.46077045 -0.00467521
 0.48037009 -0.00301546
 0.50000000 -0.00141131
 0.51962991  0.00012182
 0.53922955  0.00157192
 0.55876870  0.00293065
 0.57821723  0.00419339
 0.59754516  0.00535898
 0.61672268  0.00642930
 0.63572022  0.00740855
 0.65450850  0.00830251
 0.67305853  0.00911762
 0.69134172  0.00986014
 0.70932987  0.01053536
 0.72699525  0.01114686
 0.74431062  0.01169602
 0.76124928  0.01218174
 0.77778512  0.01260032
 0.79389263  0.01294564
 0.80954697  0.01320956
 0.82472402  0.01338249
 0.83940037  0.01345414
 0.85355339  0.01341436
 0.86716125  0.01325408
 0.88020298  0.01296616
 0.89265847  0.01254629
 0.90450850  0.01199365
 0.91573481  0.01131154
 0.92632008  0.01050769
 0.93624800  0.00959441
 0.94550326  0.00858853
 0.95407159  0.00751105
 0.96193977  0.00638658
 0.96909567  0.00524266
 0.97552826  0.00410880
 0.98122762  0.00301549
 0.98618496  0.00199312
 0.99039264  0.00107086
 0.99384417  0.00027554
 0.99653423 -0.00036930
 0.99845867 -0.00084436
 0.99961452 -0.00113529
 1.00000000 -0.00123326
