case_id,variant,eta,y_m,chord_m,cl,airfoil_id,Re,profile_cd_station,profile_lookup_status
conservative_best_tier2,monotone,0.8414470274423321,14.4444,0.9211,0.7955,clarkysm,385915.43459698156,0.008600169910858548,interp_clean_nearest_re
conservative_best_tier2,monotone,0.8814967928439137,15.1319,0.8708,0.7526,clarkysm,364841.12522750144,0.008299544926772822,interp_clean_nearest_re
conservative_best_tier2,monotone,0.9138628287088135,15.6875,0.7941,0.7222,clarkysm,332705.94573169365,0.008651516588649747,interp_clean_nearest_re
conservative_best_tier2,monotone,0.9388946602623547,16.1172,0.6976,0.7062,clarkysm,292275.1136411403,0.008803793688195971,interp_clean_nearest_re
conservative_best_tier2,monotone,0.9593418859437439,16.4682,0.653,0.6538,clarkysm,273588.94668529904,0.009372533423029647,interp_clean_nearest_re
conservative_best_tier2,monotone,0.9752452836959355,16.7412,0.6499,0.5593,clarkysm,272290.1323901621,0.009287632698803113,interp_clean_nearest_re
conservative_best_tier2,monotone,0.9873097293899974,16.9483,0.6475,0.4388,clarkysm,271284.59874231415,0.009275755222760003,interp_clean_nearest_re
conservative_best_tier2,monotone,0.9954187146174884,17.0875,0.6459,0.2846,clarkysm,270614.24297708215,0.00928166711923234,interp_clean_nearest_re
conservative_best_tier2,monotone,0.9994906834925001,17.1574,0.6451,0.0996,clarkysm,270279.0650944662,0.012586386011842305,interp_clean_nearest_re
conservative_best_tier2,monotone,1.0,17.166143,0.64500409,0.0996,clarkysm,270238.88145606406,0.012586386011842305,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.0,0.0,1.256773096,1.2208,cst_root_nsga2_g05_child_0019_00cc4dca,526553.1815575226,0.010617119800400358,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.0006582725076914481,0.0113,1.2564,1.2208,cst_root_nsga2_g05_child_0019_00cc4dca,526396.8646484069,0.010617119800400358,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.0059128017283789375,0.1015,1.2536,1.2137,cst_root_nsga2_g05_child_0019_00cc4dca,525223.742059251,0.010643713670637284,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.016369431385955483,0.281,1.2481,1.2159,cst_root_nsga2_g05_child_0019_00cc4dca,522919.39411626605,0.010634995546463029,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.03193495475366831,0.5482,1.2398,1.2198,cst_root_nsga2_g05_child_0019_00cc4dca,519441.9235841252,0.011103219166693828,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.052446260059700066,0.9003,1.2288,1.2253,cst_root_nsga2_g05_child_0019_00cc4dca,514833.2276981553,0.011123691761537545,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.07771693385054522,1.3341,1.2154,1.2325,cst_root_nsga2_g05_child_0019_00cc4dca,509218.99816433765,0.011150492249332957,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.10750230846847773,1.8454,1.1995,1.2412,cst_root_nsga2_g05_child_0019_00cc4dca,502557.3377473449,0.011182876172085746,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.1415111128923952,2.4292,1.1814,1.2519,cst_root_nsga2_g05_child_0019_00cc4dca,494973.9381531581,0.011266544141470457,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.17620149150569234,3.0247,1.1627,1.265,cst_root_nsga2_g05_child_0019_00cc4dca,487139.1551470095,0.011314767276983608,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.21078118713097052,3.6183,1.1437,1.2803,cst_root_nsga2_g05_child_0019_00cc4dca,479178.68043487985,0.011854198269808568,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.24797649652574838,4.2568,1.1233,1.2974,cst_root_nsga2_g05_child_0019_00cc4dca,470631.64442817215,0.011934011769722268,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.2874262436238589,4.934,1.1017,1.3152,cst_mid1_nsga2_g05_child_0114_b5496e0b,461581.8415975404,0.01158002837814415,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.328757601518291,5.6435,1.079,1.3319,cst_mid1_nsga2_g05_child_0114_b5496e0b,452071.1691783119,0.011702082091634787,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.37770278390434003,6.4837,1.0515,1.3392,cst_mid1_nsga2_g05_child_0114_b5496e0b,440549.42946338735,0.011755434912501951,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.43406955190807855,7.4513,1.0194,1.3316,cst_mid1_nsga2_g05_child_0114_b5496e0b,427100.4169234209,0.011699889509955314,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.4912635296117479,8.4331,0.9868,1.3175,cst_mid1_nsga2_g05_child_0114_b5496e0b,413441.91820681945,0.012092146278971289,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.5430806442658668,9.3226,0.9565,1.2914,cst_mid1_nsga2_g05_child_0114_b5496e0b,400747.055902739,0.011866388045206578,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.5890140842937169,10.1111,0.9289,1.2543,dae31,389183.41895248735,0.009855613657548683,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.6342892518138756,10.8883,0.9017,1.2121,dae31,377787.37094354385,0.009830921739011513,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.6784575894538452,11.6465,0.8751,1.162,dae31,366642.7063465623,0.009612104313364286,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.7213909379643405,12.3835,0.8484,1.0871,dae31,355456.14451425377,0.009840330002918488,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.762652390813708,13.0918,0.8218,0.9887,dae31,344311.4799172722,0.009743865322753216,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.801554548392146,13.7596,0.7968,0.8903,clarkysm,333837.1710855226,0.010067193479886816,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.8414470274423321,14.4444,0.7701,0.8168,clarkysm,322650.6092532141,0.009249839212933434,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.8814967928439137,15.1319,0.7422,0.7695,clarkysm,310961.2805969815,0.008904053844959748,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.9138628287088135,15.6875,0.7189,0.7244,clarkysm,301199.2247657909,0.008887837674510466,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.9388946602623547,16.1172,0.6999,0.6745,clarkysm,293238.75005366124,0.0086887407827124,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.9593418859437439,16.4682,0.6828,0.6127,clarkysm,286074.32281274453,0.008564086932954533,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.9752452836959355,16.7412,0.668,0.5321,clarkysm,279873.5319843488,0.00854416879458331,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.9873097293899974,16.9483,0.6568,0.4216,clarkysm,275181.041627725,0.008320914680959074,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.9954187146174884,17.0875,0.6493,0.2754,clarkysm,272038.7489782001,0.009428410053396114,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,0.9994906834925001,17.1574,0.6455,0.0967,clarkysm,270446.6540357742,0.012633365233204429,interp_clean_nearest_re
conservative_best_tier2,smooth_monotone,1.0,17.166143,0.64500409,0.0967,clarkysm,270238.88145606406,0.012633365233204429,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.0,0.0,1.25858455,1.2572,dae11,527312.1307027428,0.010101119170378085,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.000658272511181038,0.0113,1.2579,1.2572,dae11,527025.3231783118,0.010101119170378085,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.005912801759723483,0.1015,1.2524,1.2509,dae11,524720.975235327,0.010087066530100266,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.01636943147273201,0.281,1.2414,1.2568,dae11,520112.27934935724,0.010100226939249335,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.03193495492295974,0.5482,1.225,1.2651,dae11,513241.1327557294,0.010118740735170906,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.05244626033772465,0.9003,1.2035,1.2757,dae11,504233.2271604248,0.010142384860082792,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.077716934262533,1.3341,1.177,1.2884,dae11,493130.4597987703,0.010170460416089547,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.10750230903836173,1.8454,1.1457,1.3031,dae11,480016.6251414197,0.01019189126191073,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.14151111364256438,2.4292,1.11,1.3206,dae11,465059.3121296814,0.011102585503499879,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.1762014924397598,3.0247,1.0808,1.3319,dae11,452825.3194141979,0.01113366448421011,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.21078118824834954,3.6183,1.06,1.3347,dae11,444110.69446618226,0.011141365470580785,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.24797649784030468,4.2568,1.0376,1.3385,dae11,434725.7137529346,0.011151816809226703,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.2874262451475435,4.934,1.0138,1.3425,dae11,424754.171745109,0.011157627418643387,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.3287576032610786,5.6435,0.989,1.3467,dae11,414363.65738401335,0.011881716658679669,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.37770278590659256,6.4837,0.9693,1.3406,dae11,406109.9020245948,0.011874043832442642,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.4340695542091388,7.4513,0.9553,1.3224,dae11,400244.289078815,0.011858517522387108,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.491263532216001,8.4331,0.9412,1.2999,dae11,394336.7788977082,0.012072887661793902,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.5430806471448093,9.3226,0.9354,1.2529,dae11,391906.7392487423,0.012134391199798046,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.5890140874161588,10.1111,0.938,1.1856,clarkysm,392996.0673672442,0.014267962295941588,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.6342892551763271,10.8883,0.9405,1.1177,clarkysm,394043.4982504192,0.013079344743896605,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.6784575930504388,11.6465,0.9431,1.0532,clarkysm,395132.8263689212,0.011981017903483751,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.7213909417885296,12.3835,0.9488,0.9991,clarkysm,397520.9687825601,0.011179382897920033,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.7626523948566295,13.0918,0.9576,0.9544,clarkysm,401207.9254913359,0.01045002524090832,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.801554552641293,13.7596,0.9659,0.9092,clarkysm,404685.3960234768,0.009735739592252027,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.8414470319029544,14.4444,0.9373,0.8782,clarkysm,392702.7867199553,0.009268713931051647,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.8814967975168451,15.1319,0.8768,0.8504,clarkysm,367354.9593471213,0.009069584094955773,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.9138628335533217,15.6875,0.7953,0.827,clarkysm,333208.7125556176,0.009336053899666026,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.9388946652395599,16.1172,0.6986,0.8132,clarkysm,292694.08599441027,0.009458297920337031,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.9593418910293425,16.4682,0.6539,0.753,clarkysm,273966.02180324204,0.009751843915050795,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.9752452888658402,16.7412,0.6508,0.6437,clarkysm,272667.20750810514,0.009350026894310838,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.9873097346238572,16.9483,0.6484,0.5038,clarkysm,271661.67386025714,0.009286392298900327,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.9954187198943351,17.0875,0.6468,0.3257,clarkysm,270991.3180950252,0.009131261031807426,interp_clean_nearest_re
policy_A_performance_candidate,raw,0.9994906887909328,17.1574,0.646,0.1136,clarkysm,270656.1402124092,0.01235958977078378,interp_clean_nearest_re
policy_A_performance_candidate,raw,1.0,17.166142909,0.645933854,0.1136,clarkysm,270628.4268671298,0.01235958977078378,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.0,0.0,1.256772717,1.2567,dae11,526553.0227670006,0.010100003881467147,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.000658272511181038,0.0113,1.2561,1.2567,dae11,526271.1729424259,0.010100003881467147,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.005912801759723483,0.1015,1.2506,1.2504,dae11,523966.8249994409,0.010085951241189328,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.01636943147273201,0.281,1.2396,1.2563,dae11,519358.12911347125,0.010099111650338397,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.03193495492295974,0.5482,1.2233,1.2647,dae11,512528.87975517043,0.010117848504042156,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.05244626033772465,0.9003,1.2018,1.2753,dae11,503520.97415986576,0.010141492628954042,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.077716934262533,1.3341,1.1753,1.2879,dae11,492418.2067982113,0.01016959790950968,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.10750230903836173,1.8454,1.144,1.3027,dae11,479304.3721408607,0.010191308109643488,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.14151111364256438,2.4292,1.1084,1.3202,dae11,464388.95636444946,0.011101485362589782,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.1762014924397598,3.0247,1.0792,1.3315,dae11,452154.9636489658,0.011132564343300011,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.21078118824834954,3.6183,1.0585,1.3344,dae11,443482.23593627725,0.011140540364898213,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.24797649784030468,4.2568,1.0361,1.3384,dae11,434097.25522302964,0.011151541773999178,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.2874262451475435,4.934,1.0124,1.3428,dae11,424167.610450531,0.011157776607304151,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.3287576032610786,5.6435,0.9875,1.3476,dae11,413735.19885410846,0.011882848715009721,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.37770278590659256,6.4837,0.9704,1.3404,dae11,406570.77161319176,0.011873792264369297,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.4340695542091388,7.4513,0.9615,1.3197,dae11,402841.91766908887,0.011856410032374006,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.491263532216001,8.4331,0.9525,1.2946,dae11,399071.16648965905,0.011836818180770719,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.5430806471448093,9.3226,0.948,1.2474,dae11,397185.7908999441,0.011901687821844956,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.5890140874161588,10.1111,0.948,1.1821,clarkysm,397185.7908999441,0.014203279833051783,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.6342892551763271,10.8883,0.948,1.1152,clarkysm,397185.7908999441,0.013030450572882067,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.6784575930504388,11.6465,0.948,1.0509,clarkysm,397185.7908999441,0.0119485510679809,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.7213909417885296,12.3835,0.948,0.9987,clarkysm,397185.7908999441,0.011172851397086778,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.7626523948566295,13.0918,0.948,0.9574,clarkysm,397185.7908999441,0.010498948878227079,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.801554552641293,13.7596,0.948,0.9157,clarkysm,397185.7908999441,0.009837522186772675,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.8414470319029544,14.4444,0.9211,0.8833,clarkysm,385915.43459698156,0.009466598174457618,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.8814967975168451,15.1319,0.8708,0.8504,clarkysm,364841.12522750144,0.009069584094955773,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.9138628335533217,15.6875,0.7941,0.825,clarkysm,332705.94573169365,0.009319149059130224,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.9388946652395599,16.1172,0.6976,0.8118,clarkysm,292275.1136411403,0.00944728269513775,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.9593418910293425,16.4682,0.653,0.752,clarkysm,273588.94668529904,0.009746651350711497,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.9752452888658402,16.7412,0.6499,0.643,clarkysm,272290.1323901621,0.009348467035884782,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.9873097346238572,16.9483,0.6475,0.5033,clarkysm,271284.59874231415,0.00928631047523771,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.9954187198943351,17.0875,0.6459,0.3255,clarkysm,270614.24297708215,0.009130957364218975,interp_clean_nearest_re
policy_A_performance_candidate,monotone,0.9994906887909328,17.1574,0.6451,0.1135,clarkysm,270279.0650944662,0.012361209743934199,interp_clean_nearest_re
policy_A_performance_candidate,monotone,1.0,17.166142909,0.645003981,0.1135,clarkysm,270238.83578807756,0.012361209743934199,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.0,0.0,1.256772717,1.2665,dae11,526553.0227670006,0.010121863544121533,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.000658272511181038,0.0113,1.2564,1.2665,dae11,526396.8646484069,0.010121863544121533,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.005912801759723483,0.1015,1.2536,1.2582,dae11,525223.742059251,0.010103349748199961,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.01636943147273201,0.281,1.2481,1.2605,dae11,522919.39411626605,0.010108480077190276,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.03193495492295974,0.5482,1.2398,1.2645,dae11,519441.9235841252,0.01011740238847778,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.05244626033772465,0.9003,1.2288,1.2701,dae11,514833.2276981553,0.010129893624280286,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.077716934262533,1.3341,1.2154,1.2769,dae11,509218.99816433765,0.010145061553469044,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.10750230903836173,1.8454,1.1995,1.2846,dae11,502557.3377473449,0.010162237002697489,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.14151111364256438,2.4292,1.1814,1.2932,dae11,494973.9381531581,0.010177458243296465,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.1762014924397598,3.0247,1.1627,1.2996,dae11,487139.1551470095,0.010186788679572354,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.21078118824834954,3.6183,1.1437,1.3033,dae11,479178.68043487985,0.010192182838044352,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.24797649784030468,4.2568,1.1233,1.3065,dae11,470631.64442817215,0.010196848056182296,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.2874262451475435,4.934,1.1017,1.3087,dae11,461581.8415975404,0.011069856311424504,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.3287576032610786,5.6435,1.079,1.309,dae11,452071.1691783119,0.011070681417107077,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.37770278590659256,6.4837,1.0515,1.3048,dae11,440549.42946338735,0.011059129937551062,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.4340695542091388,7.4513,1.0194,1.2928,dae11,427100.4169234209,0.011026125710248164,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.491263532216001,8.4331,0.9868,1.2738,dae11,413441.91820681945,0.011844007006657654,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.5430806471448093,9.3226,0.9565,1.2352,dae11,400747.055902739,0.01192834335007545,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.5890140874161588,10.1111,0.9289,1.1792,clarkysm,389183.41895248735,0.014149685792371662,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.6342892551763271,10.8883,0.9017,1.1182,clarkysm,377787.37094354385,0.01334171664822176,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.6784575930504388,11.6465,0.8751,1.0566,clarkysm,366642.7063465623,0.012252277399482047,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.7213909417885296,12.3835,0.8484,1.0086,clarkysm,355456.14451425377,0.011787352648743388,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.7626523948566295,13.0918,0.8218,0.9753,clarkysm,344311.4799172722,0.011246745904313155,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.801554552641293,13.7596,0.7968,0.944,clarkysm,333837.1710855226,0.010949104756615724,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.8414470319029544,14.4444,0.7701,0.9116,clarkysm,322650.6092532141,0.010360692554235775,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.8814967975168451,15.1319,0.7422,0.8741,clarkysm,310961.2805969815,0.009854165282946253,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.9138628335533217,15.6875,0.7189,0.8299,clarkysm,301199.2247657909,0.009589693820928448,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.9388946652395599,16.1172,0.6999,0.7764,clarkysm,293238.75005366124,0.009194043985873191,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.9593418910293425,16.4682,0.6828,0.7068,clarkysm,286074.32281274453,0.008805971345713011,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.9752452888658402,16.7412,0.668,0.6138,clarkysm,279873.5319843488,0.008565417578734738,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.9873097346238572,16.9483,0.6568,0.4855,clarkysm,275181.041627725,0.008491755085890559,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.9954187198943351,17.0875,0.6493,0.3162,clarkysm,272038.7489782001,0.009116836821355985,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,0.9994906887909328,17.1574,0.6455,0.1108,clarkysm,270446.6540357742,0.012404949018995486,interp_clean_nearest_re
policy_A_performance_candidate,smooth_monotone,1.0,17.166142909,0.645003981,0.1108,clarkysm,270238.83578807756,0.012404949018995486,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.0,0.0,1.25858455,1.2825,cst_root_nsga2_g05_child_0019_00cc4dca,527312.1307027428,0.0109257606177533,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.000658272511181038,0.0113,1.2579,1.2825,cst_root_nsga2_g05_child_0019_00cc4dca,527025.3231783118,0.0109257606177533,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.005912801759723483,0.1015,1.2524,1.276,cst_root_nsga2_g05_child_0019_00cc4dca,524720.975235327,0.010880620427496332,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.01636943147273201,0.281,1.2414,1.2814,cst_root_nsga2_g05_child_0019_00cc4dca,520112.27934935724,0.011351067289888378,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.03193495492295974,0.5482,1.225,1.2895,cst_root_nsga2_g05_child_0019_00cc4dca,513241.1327557294,0.011413186439512439,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.05244626033772465,0.9003,1.2035,1.2999,cst_root_nsga2_g05_child_0019_00cc4dca,504233.2271604248,0.011492944360017405,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.077716934262533,1.3341,1.177,1.3124,cst_root_nsga2_g05_child_0019_00cc4dca,493130.4597987703,0.01161659761227626,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.10750230903836173,1.8454,1.1457,1.327,cst_root_nsga2_g05_child_0019_00cc4dca,480016.6251414197,0.012072168471327268,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.14151111364256438,2.4292,1.11,1.3442,cst_root_nsga2_g05_child_0019_00cc4dca,465059.3121296814,0.012212232267440814,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.1762014924397598,3.0247,1.0808,1.3549,cst_root_nsga2_g05_child_0019_00cc4dca,452825.3194141979,0.012313957053975429,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.21078118824834954,3.6183,1.06,1.3567,cst_root_nsga2_g05_child_0019_00cc4dca,444110.69446618226,0.01287591844285677,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.24797649784030468,4.2568,1.0376,1.3592,cst_root_nsga2_g05_child_0019_00cc4dca,434725.7137529346,0.012893769043657567,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.2874262451475435,4.934,1.0138,1.3618,cst_mid1_nsga2_g06_child_0001_a86879e2,424754.171745109,0.011806988656466708,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.3287576032610786,5.6435,0.989,1.3643,cst_mid1_nsga2_g06_child_0001_a86879e2,414363.65738401335,0.012414058188008607,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.37770278590659256,6.4837,0.9693,1.3567,cst_mid1_nsga2_g06_child_0001_a86879e2,406109.9020245948,0.012378287742038663,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.4340695542091388,7.4513,0.9553,1.3371,cst_mid1_nsga2_g06_child_0001_a86879e2,400244.289078815,0.012256068054394791,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.491263532216001,8.4331,0.9412,1.3123,cst_mid1_nsga2_g06_child_0001_a86879e2,394336.7788977082,0.012263633279103417,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.5430806471448093,9.3226,0.9354,1.258,cst_mid1_nsga2_g06_child_0001_a86879e2,391906.7392487423,0.012039567311526486,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.5890140874161588,10.1111,0.938,1.1791,clarkysm,392996.0673672442,0.014147837722003382,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.6342892551763271,10.8883,0.9405,1.0995,clarkysm,394043.4982504192,0.012723395178910767,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.6784575930504388,11.6465,0.9431,1.0243,clarkysm,395132.8263689212,0.011573065057382698,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.7213909417885296,12.3835,0.9488,0.9644,clarkysm,397520.9687825601,0.01061310403197085,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.7626523948566295,13.0918,0.9576,0.9186,clarkysm,401207.9254913359,0.00988293288278958,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.801554552641293,13.7596,0.9659,0.8734,clarkysm,404685.3960234768,0.009198336331023885,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.8414470319029544,14.4444,0.9373,0.8422,clarkysm,392702.7867199553,0.008817716744284493,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.8814967975168451,15.1319,0.8768,0.8144,clarkysm,367354.9593471213,0.008746043078490598,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.9138628335533217,15.6875,0.7953,0.791,clarkysm,333208.7125556176,0.009041763711667752,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.9388946652395599,16.1172,0.6986,0.7772,clarkysm,292694.08599441027,0.009199259819119348,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.9593418910293425,16.4682,0.6539,0.7196,clarkysm,273966.02180324204,0.009594823632692009,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.9752452888658402,16.7412,0.6508,0.6153,clarkysm,272667.20750810514,0.009303240696579396,interp_clean_nearest_re
policy_C_conservative_baseline,raw,0.9873097346238572,16.9483,0.6484,0.4819,clarkysm,271661.67386025714,0.009282808422477664,interp_clean_nearest_re
