case_id,variant,chord_monotone_nonincreasing,positive_chord_jump_count,max_positive_chord_jump_m,max_chord_jump_abs_m,max_slope_change_abs,curvature_smoothness_proxy,near_constant_chord_segment_count,root_chord_m,tip_chord_m,area_m2,area_error_pct_vs_reference,MAC_m,MAC_error_pct_vs_reference,visual_production_score,quality_basis
raw_best_tier2,raw,False,2,0.025486999999999926,0.19301499999999994,0.21342480021717114,0.10409995740939045,0,1.258585,0.645934,33.420059597808,0.0,0.9901785773032579,0.0,14.0,chord station smoothness proxy; not a CAD curvature proof
raw_best_tier2,monotone,True,0,0.0,0.1927371286242443,0.21311754615475784,0.10359745016044887,2,1.256773095508352,0.6450040900488182,33.420058,-4.780984895574999e-06,0.990079372338698,-0.01001889627121848,41.99999043803021,chord station smoothness proxy; not a CAD curvature proof
raw_best_tier2,smooth_monotone,True,0,0.0,0.10820778936583453,0.01000143484645273,0.004381895635349669,0,1.256773095508352,0.6450040900488182,33.420059597808,0.0,1.003721542584774,1.367729578476678,85.42600866981331,chord station smoothness proxy; not a CAD curvature proof
conservative_best_tier2,raw,False,2,0.025486999999999926,0.19301499999999994,0.21342480021717114,0.10409995740939045,0,1.258585,0.645934,33.420059597808,0.0,0.9901785773032579,0.0,14.0,chord station smoothness proxy; not a CAD curvature proof
conservative_best_tier2,monotone,True,0,0.0,0.1927371286242443,0.21311754615475784,0.10359745016044887,2,1.256773095508352,0.6450040900488182,33.420058,-4.780984895574999e-06,0.990079372338698,-0.01001889627121848,41.99999043803021,chord station smoothness proxy; not a CAD curvature proof
conservative_best_tier2,smooth_monotone,True,0,0.0,0.10820778936583453,0.01000143484645273,0.004381895635349669,0,1.256773095508352,0.6450040900488182,33.420059597808,0.0,1.003721542584774,1.367729578476678,85.42600866981331,chord station smoothness proxy; not a CAD curvature proof
policy_A_performance_candidate,raw,False,2,0.025487022999999942,0.19301539499999998,0.21342499486178024,0.1041001070711219,0,1.25858455,0.645933854,33.42005846896623,0.0,0.9901785052444497,0.0,14.0,chord station smoothness proxy; not a CAD curvature proof
policy_A_performance_candidate,monotone,True,0,0.0,0.1927375339952695,0.2131177526156014,0.10359762307055141,2,1.2567727174899492,0.6450039808690932,33.420058469000004,1.0105337266850754e-10,0.9900793489223583,-0.010013984505447793,41.99999999979789,chord station smoothness proxy; not a CAD curvature proof
policy_A_performance_candidate,smooth_monotone,True,0,0.0,0.10820770370629518,0.010001558015825876,0.00438194637352191,0,1.2567727174899492,0.6450039808690932,33.42005846896623,0.0,1.003721469836117,1.3677296083420687,85.42583402705642,chord station smoothness proxy; not a CAD curvature proof
policy_C_conservative_baseline,raw,False,2,0.025487022999999942,0.19301539499999998,0.21342499486178024,0.1041001070711219,0,1.25858455,0.645933854,33.42005846896623,0.0,0.9901785052444497,0.0,14.0,chord station smoothness proxy; not a CAD curvature proof
policy_C_conservative_baseline,monotone,True,0,0.0,0.1927375339952695,0.2131177526156014,0.10359762307055141,2,1.2567727174899492,0.6450039808690932,33.420058469000004,1.0105337266850754e-10,0.9900793489223583,-0.010013984505447793,41.99999999979789,chord station smoothness proxy; not a CAD curvature proof
policy_C_conservative_baseline,smooth_monotone,True,0,0.0,0.10820770370629518,0.010001558015825876,0.00438194637352191,0,1.2567727174899492,0.6450039808690932,33.42005846896623,0.0,1.003721469836117,1.3677296083420687,85.42583402705642,chord station smoothness proxy; not a CAD curvature proof
old_fx_clark_baseline,raw,True,0,0.0,0.39499999999999996,0.061666666666666634,0.039290584113754266,1,1.3,0.435,35.175,0.0,1.1235380241648898,0.0,46.0,chord station smoothness proxy; not a CAD curvature proof
old_fx_clark_baseline,monotone,True,0,0.0,0.39499999999999996,0.061666666666666634,0.039290584113754266,1,1.3,0.435,35.175,0.0,1.1235380241648898,0.0,46.0,chord station smoothness proxy; not a CAD curvature proof
old_fx_clark_baseline,smooth_monotone,True,0,0.0,0.5032858684436239,0.12643746138093617,0.06363705204651796,0,1.3,0.435,35.175000000000004,2.0200219922106618e-14,1.107387332742371,-1.4374850761747462,49.99999999999996,chord station smoothness proxy; not a CAD curvature proof
