case_id,display_name,smooth_planform_recommended,raw_visual_production_score,smooth_visual_production_score,smooth_area_error_pct,smooth_MAC_error_pct,smooth_max_slope_change_abs,smooth_vsp3,smooth_avl
raw_best_tier2,Tier2 raw performance best,True,14.0,85.42600866981331,0.0,1.367729578476678,0.01000143484645273,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/raw_best_tier2/smooth_monotone/raw_best_tier2_smooth_monotone.vsp3,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/raw_best_tier2/smooth_monotone/raw_best_tier2_smooth_monotone.avl
conservative_best_tier2,Tier2 conservative best,True,14.0,85.42600866981331,0.0,1.367729578476678,0.01000143484645273,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/conservative_best_tier2/smooth_monotone/conservative_best_tier2_smooth_monotone.vsp3,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/conservative_best_tier2/smooth_monotone/conservative_best_tier2_smooth_monotone.avl
policy_A_performance_candidate,Policy A / D performance candidate,True,14.0,85.42583402705642,0.0,1.3677296083420687,0.010001558015825876,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/policy_A_performance_candidate/smooth_monotone/policy_A_performance_candidate_smooth_monotone.vsp3,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/policy_A_performance_candidate/smooth_monotone/policy_A_performance_candidate_smooth_monotone.avl
policy_C_conservative_baseline,Policy C / E conservative baseline,True,14.0,85.42583402705642,0.0,1.3677296083420687,0.010001558015825876,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/policy_C_conservative_baseline/smooth_monotone/policy_C_conservative_baseline_smooth_monotone.vsp3,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/policy_C_conservative_baseline/smooth_monotone/policy_C_conservative_baseline_smooth_monotone.avl
old_fx_clark_baseline,Old FX/Clark baseline,True,46.0,49.99999999999996,2.0200219922106618e-14,-1.4374850761747462,0.12643746138093617,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/old_fx_clark_baseline/smooth_monotone/old_fx_clark_baseline_smooth_monotone.vsp3,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/old_fx_clark_baseline/smooth_monotone/old_fx_clark_baseline_smooth_monotone.avl
