case_id,variant,generated_avl,generated_vsp3,vsp_status,fit_method,power_law_exponent,target_area_m2,fitted_area_m2,area_error_pct,root_chord_preserved,tip_chord_preserved
raw_best_tier2,smooth_monotone,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/raw_best_tier2/smooth_monotone/raw_best_tier2_smooth_monotone.avl,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/raw_best_tier2/smooth_monotone/raw_best_tier2_smooth_monotone.vsp3,vsp3_written,smooth_area_matching_power_law,0.8602532792449566,33.420059597808,33.420059597808,0.0,True,True
conservative_best_tier2,smooth_monotone,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/conservative_best_tier2/smooth_monotone/conservative_best_tier2_smooth_monotone.avl,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/conservative_best_tier2/smooth_monotone/conservative_best_tier2_smooth_monotone.vsp3,vsp3_written,smooth_area_matching_power_law,0.8602532792449566,33.420059597808,33.420059597808,0.0,True,True
policy_A_performance_candidate,smooth_monotone,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/policy_A_performance_candidate/smooth_monotone/policy_A_performance_candidate_smooth_monotone.avl,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/policy_A_performance_candidate/smooth_monotone/policy_A_performance_candidate_smooth_monotone.vsp3,vsp3_written,smooth_area_matching_power_law,0.8602519771769082,33.42005846896623,33.42005846896623,0.0,True,True
policy_C_conservative_baseline,smooth_monotone,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/policy_C_conservative_baseline/smooth_monotone/policy_C_conservative_baseline_smooth_monotone.avl,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/policy_C_conservative_baseline/smooth_monotone/policy_C_conservative_baseline_smooth_monotone.vsp3,vsp3_written,smooth_area_matching_power_law,0.8602519771769082,33.42005846896623,33.42005846896623,0.0,True,True
old_fx_clark_baseline,monotone,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/old_fx_clark_baseline/monotone/old_fx_clark_baseline_monotone.avl,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/old_fx_clark_baseline/monotone/old_fx_clark_baseline_monotone.vsp3,vsp3_written,,,,,,,
old_fx_clark_baseline,smooth_monotone,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/old_fx_clark_baseline/smooth_monotone/old_fx_clark_baseline_smooth_monotone.avl,/Volumes/Samsung SSD/hpa-mdo/output/phase9_structure_jig_smooth_planform/VSP_exports/old_fx_clark_baseline/smooth_monotone/old_fx_clark_baseline_smooth_monotone.vsp3,vsp3_written,smooth_area_matching_power_law,0.317683987520762,35.175,35.175000000000004,2.0200219922106618e-14,True,True
