component,station_index,y_m,main_x_m,rear_x_m,quarter_chord_x_m,elastic_axis_x_m,aero_chord_m,spar_separation_m,spar_sep_over_chord,spar_pair_delta_z_change_m,direct_spar_pair_rotation_deg,elastic_axis_quarter_chord_projection_deg,conservative_bounded_physical_projection_deg,bounded_projection_lever_m
lift_only,0.0,8.5772817995e-23,0.314193274,0.8797411672,0.314193274,0.5969672206,1.256773096,0.5655478932,0.44999999999999996,0.0,0.0,0.0,0.0,0.9425798220000001
lift_only,1.0,0.290948540252,0.311963155925,0.873316239485,0.3119367227778949,0.592639697705,1.2477468911115797,0.56135308356,0.4498933938916952,-0.005458070073010024,-0.5570727843451824,-0.557072784345182,-0.3341712284052526,0.9358101683336848
lift_only,2.0,0.581902532716,0.309719207393,0.866961348417,0.30968012926928906,0.588340277905,1.2387205170771562,0.557242141024,0.44985300020609176,-0.02038429834900119,-2.0949846394979965,-2.0949846394979974,-1.2569387850531473,0.9290403878078672
lift_only,3.0,0.872862908094,0.307470440947,0.860651993184,0.30742348625580385,0.5840612170655,1.2296939450232154,0.553181552237,0.44985303414383854,-0.03784139125116957,-3.9133255870617254,-3.9133255870617254,-2.349567319824633,0.9222704587674115
lift_only,4.0,1.16383133279,0.305260658532,0.854332076605,0.30516678081307136,0.5797963675685001,1.2206671232522854,0.549071418073,0.4498125718419294,-0.04891915077352477,-5.0912863493849105,-5.091286349384911,-3.058652963029584,0.9155003424392141
lift_only,5.0,1.45481063444,0.303225261201,0.848091069453,0.30290999101039046,0.575658165327,1.2116399640415618,0.5448658082519999,0.44969283320313946,-0.04861487086321668,-5.098632608623832,-5.098632608623833,-3.0622674145431077,0.9087299730311713
lift_only,6.0,1.74578902893,0.300941397932,0.842163766961,0.30065320824350017,0.5715525824465,1.2026128329740007,0.5412223690290001,0.4500387441322945,-0.039932188120480605,-4.219721594645553,-4.219721594645554,-2.534983487832758,0.9019596247305005
lift_only,7.0,2.0367700018,0.2984065012,0.835863633269,0.29839640547909924,0.5671350672345,1.193585621916397,0.537457132069,0.45028787394914305,-0.030621629790835936,-3.2609026574566697,-3.2609026574566697,-1.9591459334056016,0.8951892164372977
lift_only,8.0,2.32775736816,0.296106223559,0.829490938132,0.2961395531277931,0.5627985808455,1.1845582125111724,0.533384714573,0.4502815555533276,-0.025703261393862475,-2.7588905255504113,-2.7588905255504126,-1.6571890891662615,0.8884186593833794
lift_only,9.0,2.61875121593,0.29398887625,0.823224722018,0.2938826505076881,0.558606799134,1.1755306020307523,0.529235845768,0.45021018155863796,-0.026063646548101338,-2.819407321980801,-2.8194073219808025,-1.693308699946071,0.8816479515230642
lift_only,10.0,2.90977439632,0.291586794446,0.816716195956,0.29158734249630414,0.554151495201,1.1663493699852165,0.52512940151,0.4502333649107694,-0.028886836094147994,-3.1486094280008814,-3.1486094280008827,-1.8913630383198936,0.8747620274889124
lift_only,11.0,3.20083072452,0.289138012941,0.810167820359,0.2892618639708556,0.54965291665,1.1570474558834225,0.521029807418,0.4503097991086167,-0.03082462694917748,-3.38572733098304,-3.38572733098304,-2.0343490497879566,0.8677855919125669
lift_only,12.0,3.491906324,0.28691322916,0.803701821584,0.28693623147195435,0.545307525372,1.1477449258878174,0.5167885924240001,0.4502643233419199,-0.029393665436846572,-3.255335794995998,-3.255335794995995,-1.955694549344542,0.860808694415863
lift_only,13.0,3.78300405653,0.284655144971,0.797165221152,0.2846104221346631,0.5409101830615,1.1384416885386524,0.512510076181,0.4501856189392341,-0.02298037683298776,-2.5673588152810125,-2.5673588152810125,-1.5417107174539326,0.8538312664039893
lift_only,14.0,4.0741298017,0.282388382794,0.790686976603,0.28228438898230085,0.5365376796985,1.1291375559292034,0.508298593809,0.4501653418043516,-0.011945360770370034,-1.3462417752754368,-1.34624177527544,-0.8081369907471339,0.8468531669469026
lift_only,15.0,4.36529189886,0.280349954847,0.784599386309,0.2799580653852242,0.5324746705779999,1.1198322615408969,0.504249431462,0.4502901450331046,0.0012456335114987838,0.14153590149033307,0.14153590149033624,0.08497640602191187,0.8398741961556726
lift_only,16.0,4.65648016535,0.278000606282,0.778217070347,0.2776315327007338,0.5281088383145001,1.1105261308029353,0.500216464065,0.4504319621037033,0.012605550392006448,1.4435590567294843,1.443559056729478,0.8670841425197892,0.8328945981022015
lift_only,17.0,4.94770812303,0.27529879713,0.771321389535,0.27530468289202703,0.5233100933325,1.1012187315681081,0.49602259240499996,0.4504305803976619,0.0190016858896479,2.1938200446069014,2.1938200446069014,1.3179632630907383,0.8259140486760811
lift_only,18.0,5.23898595383,0.272889925477,0.764885333694,0.2729774346076359,0.5188876295855,1.0919097384305436,0.49199540821700005,0.4505824894685614,0.02021482250001816,2.3528124263829944,2.352812426382991,1.4140226869188695,0.8189323038229077
lift_only,19.0,5.53031848161,0.270655808738,0.758398374988,0.27064974930593894,0.514527091863,1.0825989972237557,0.48774256625,0.4505292980141118,0.017536363527088095,2.0591333875050135,2.0591333875050104,1.2372736783599831,0.8119492479178168
lift_only,20.0,5.82171142956,0.26849822299,0.751924896027,0.2683215812598581,0.5102115595085,1.0732863250394324,0.483426673037,0.4504172481832739,0.01264670315910893,1.4985467792604161,1.4985467792604192,0.9000929691545142,0.8049647437795744
lift_only,21.0,6.11325074211,0.266064466757,0.745268937057,0.26595900484389223,0.505666701907,1.063836019375569,0.4792044703,0.4504495632524971,0.0074710089842178196,0.8931941031856265,0.8931941031856233,0.5364796404407156,0.7978770145316767
lift_only,22.0,6.40504686313,0.263224240172,0.73829789185,0.2635353326804164,0.500761066011,1.0541413307216656,0.47507365167800003,0.4506735841130187,0.003333973274168456,0.40208388975277326,0.40208388975277326,0.24161398444858348,0.7906059980412492
lift_only,23.0,6.69697177766,0.261000407125,0.731668398766,0.26111059075205156,0.4963344029455,1.0444423630082063,0.470667991641,0.45064046453016376,0.0004210426572680004,0.05125472997919039,0.05125472997919039,0.030796612352055663,0.7833317722561547
lift_only,24.0,6.98903624622,0.258727400864,0.72483838505,0.25868468968141767,0.49178289295699995,1.0347387587256707,0.466110984186,0.45046247688647284,-0.0008969686080334827,-0.11025797267406595,-0.11025797267406595,-0.06622282487925946,0.776054069044253
lift_only,25.0,7.28125697322,0.256331898585,0.718085521227,0.2562574907209078,0.48720870990599996,1.0250299628836312,0.461753622642,0.45047817074828433,-0.0005254526247237545,-0.06519971530128724,-0.06519971530128406,-0.039161408781775764,0.7687724721627234
lift_only,26.0,7.57365424442,0.25404955812,0.711909349892,0.25382882537605506,0.48297945400600006,1.0153153015042202,0.45785979177200004,0.4509533059273971,0.0010038644339895875,0.1256216513018175,0.12562165130182068,0.07553274254270742,0.7614864761281652
lift_only,27.0,7.86621751827,0.251646045689,0.704217469948,0.25139878120546444,0.47793175781850006,1.0055951248218578,0.45257142425900004,0.45005331975846,0.002634984965804832,0.33358670837779053,0.333586708377781,0.20017718810568194,0.7541963436163933
lift_only,28.0,8.15895381586,0.249019013834,0.696572795137,0.24896729989163566,0.4727959044855,0.9958691995665426,0.447553781303,0.44941020517333014,0.0036611290038350286,0.46868682623544416,0.4686868262354346,0.28084753867846995,0.7469018996749069
lift_only,29.0,8.4518473304,0.246565517412,0.690097203495,0.24653451272650218,0.4683313604535,0.9861380509060087,0.44353168608300003,0.44976632397006466,0.0036632712038529858,0.4732135568368231,0.4732135568368199,0.2837848279709261,0.7396035381795065
lift_only,30.0,8.7448801413,0.244320548839,0.683384059615,0.24410056855931866,0.463852304227,0.9764022742372747,0.43906351077600003,0.4496748137123896,0.0026991994803694797,0.35222874654002373,0.3522287465400205,0.21118623202401635,0.7323017056779559
lift_only,31.0,9.03824331793,0.241810257528,0.676368386581,0.2416136717292517,0.4590893220545,0.9664546869170068,0.43455812905299995,0.44964149373546075,0.0014052323081671647,0.1852769387385467,0.1852769387385467,0.1110778473306896,0.7248410151877551
lift_only,32.0,9.33218947817,0.238703967553,0.668911298281,0.23904019019901987,0.453807632917,0.9561607607960795,0.43020733072800005,0.4499320076362665,0.0002810693179927659,0.03743330768686616,0.03743330768685662,0.022456593085276436,0.7171205705970596
lift_only,33.0,9.62626640464,0.236361317427,0.66192161111,0.23646556381805273,0.4491414642685,0.9458622552722109,0.425560293683,0.4499178303298798,-0.0007066974286355499,-0.09514690029681117,-0.09514690029681434,-0.05707774951157784,0.7093966914541582
lift_only,34.0,9.92045559687,0.233944030002,0.654655293506,0.2338899545568888,0.44429966175400004,0.9355598182275552,0.420711263504,0.44968932537210665,-0.0012822727741108597,-0.17462948349454321,-0.17462948349454321,-0.10470556049148373,0.7016698636706664
lift_only,35.0,10.2147453808,0.231268035094,0.647378488049,0.23131346462124405,0.43932326157150003,0.9252538584849762,0.416110452955,0.4497257148825568,-0.0012351157341286,-0.17006713108231825,-0.17006713108231186,-0.10197827461011988,0.6939403938637322
lift_only,36.0,10.5091260236,0.228247818014,0.639961941241,0.22873617922147893,0.4341048796275,0.9149447168859157,0.4117141232270001,0.44998797810243724,-0.0007383607867553488,-0.10275312188353246,-0.1027531218835261,-0.06165026838119449,0.6862085376644368
lift_only,37.0,10.8036453866,0.225822650033,0.631925389779,0.22615767933443395,0.42887401990600005,0.9046307173377358,0.40610273974600003,0.4489154877927776,-0.0001471580127757055,-0.02076206796783942,-0.020762067967845778,-0.012427218841556903,0.6784730380033018
lift_only,38.0,11.0983166214,0.223782480708,0.624677057848,0.2235778498186163,0.424229769278,0.8943113992744652,0.40089457714,0.4482717960044306,0.00024456423711682884,0.03495307162375972,0.034953071623766076,0.02089130325598806,0.670733549455849
lift_only,39.0,11.3931052182,0.221228536683,0.617565122626,0.22099699280531718,0.41939682965450004,0.8839879712212687,0.39633658594300003,0.4483506550382619,0.0003583746849851188,0.05180786247384191,0.05180786247384191,0.03097079085930265,0.6629909784159516
lift_only,40.0,11.6879904018,0.218588860303,0.610336986941,0.21841529018020372,0.414462923622,0.8736611607208149,0.391748126638,0.4483982397875944,0.0003167381145142145,0.04632505424817146,0.0463250542481651,0.027696100921826283,0.6552458705406112
lift_only,41.0,11.9829528247,0.216218616889,0.603256040888,0.21583291132951282,0.4097373288885,0.8633316453180513,0.387037423999,0.4483067730668154,0.00025621433559930296,0.037929143348752734,0.03792914334874637,0.022671857941676195,0.6474987339885385
lift_only,42.0,12.2785247168,0.213032255191,0.595282106163,0.2130834011237983,0.404157180677,0.8523336044951932,0.38224985097200004,0.44847445760207116,0.0002614539453553999,0.039189564709344316,0.039189564709344316,0.02343402738332801,0.6392502033713949
lift_only,43.0,12.5743928982,0.210218047915,0.587554258096,0.21031053854080786,0.3988861530055,0.8412421541632314,0.37733621018100005,0.4485464836891461,0.00026297385832907416,0.03993067550528084,0.03993067550528084,0.023881021269071902,0.6309316156224236
lift_only,44.0,12.8703070195,0.207606433078,0.579838481201,0.2075372454112504,0.3937224571395,0.8301489816450016,0.37223204812300004,0.44839186260928093,0.00021563045477962506,0.033190891739899364,0.03319089173990573,0.019843369118173314,0.6226117362337512
lift_only,45.0,13.1662557972,0.204554776466,0.571794852781,0.2047636274835536,0.3881748146235,0.8190545099342144,0.36724007631499994,0.4483707395060877,0.00018769022622172615,0.029282906674956095,0.029282906674956095,0.01750613234046176,0.6142908824506608
lift_only,46.0,13.4622273057,0.200147394995,0.562111083304,0.20198979652387575,0.3811292391495,0.807959186095503,0.36196368830899994,0.44799749113343806,0.00020571501411342785,0.03256293712005128,0.03256293712005764,0.019450820191948336,0.6059693895716273
lift_only,47.0,13.7583403946,0.19777474858,0.555884959174,0.19921463867939473,0.376829853877,0.7968585547175789,0.35811021059400006,0.4494024798678616,0.00023992799367728024,0.03838723097300042,0.03838723097300042,0.023001757931986933,0.5976439160381842
lift_only,48.0,14.0545570527,0.196990868225,0.550439497713,0.19643851018927663,0.373715182969,0.7857540407571065,0.35344862948800004,0.44982095051962784,0.0002528148534258201,0.04098253726479286,0.04098253726479286,0.024579741173538335,0.5893155305678299
lift_only,49.0,14.3511767159,0.193587334681,0.54122008069,0.19345554079745364,0.3674037076855,0.7738221631898146,0.34763274600900007,0.4492411338750032,0.00032391768081740935,0.05338711862579575,0.053387118625802116,0.031978258875255086,0.5803666223923609
lift_only,50.0,14.6480711625,0.190257139643,0.532659559882,0.19045378090494,0.3614583497625,0.76181512361976,0.34240242023899997,0.44945605518052323,0.0004157830957300379,0.0695748729006403,0.06957487290064665,0.04169447701849468,0.57136134271482
lift_only,51.0,14.9450054848,0.187449645467,0.524466950695,0.18745161784800782,0.355958298081,0.7498064713920313,0.33701730522800005,0.4494723879914245,0.00044479771796412937,0.07561931326285588,0.07561931326286224,0.045318407943342895,0.5623548535440235
lift_only,52.0,15.2419594295,0.184498558298,0.516054775115,0.18444925639823265,0.3502766667065,0.7377970255929306,0.331556216817,0.44938676264050376,0.0004635203268497923,0.0801002659522217,0.08010026595223442,0.047994685645804766,0.553347769194698
lift_only,53.0,15.538924608,0.181570402489,0.507712146757,0.18136358127556199,0.34464127462300004,0.7254543251022479,0.326141744268,0.4495689569733181,0.0004961699359311567,0.08716584680652616,0.0871658468065198,0.05224943760256097,0.544090743826686
lift_only,54.0,15.8362435476,0.177955814182,0.498192233238,0.1780808161246621,0.33807402371,0.7123232644986484,0.320236419056,0.44956613803901335,0.0005303431937513925,0.09488739289911576,0.0948873928991094,0.05687757834750558,0.5342424483739863
lift_only,55.0,16.13360749,0.174770312342,0.489003583589,0.1747975540877457,0.3318869479655,0.6991902163509828,0.31423327124699996,0.44942458275082564,0.0005829957860098989,0.10630051857276861,0.10630051857276224,0.06369880178344489,0.5243926622632371
lift_only,56.0,16.4309712047,0.171605904206,0.479878473406,0.17120641240246098,0.325742188806,0.6848256496098439,0.3082725692,0.4501475220380951,0.0006397715767387235,0.11890827220886048,0.11890827220886048,0.07136841766447909,0.5136192372073829
lift_only,57.0,16.7286424565,0.167162145917,0.467843045961,0.16717547243255454,0.317502595939,0.6687018897302182,0.30068090004400005,0.44964864712032904,0.0007569888783145462,0.1442465292123338,0.1442465292123338,0.08648045931986205,0.5015264172976637
lift_only,58.0,17.0263387775,0.163081402376,0.456255502578,0.163144192985995,0.30966845247700003,0.65257677194398,0.293174100202,0.4492561071836117,0.0009558518446277087,0.18680395862651483,0.18680395862650212,0.11189734656643878,0.489432578957985
lift_only,59.0,17.324040695,0.15912409342,0.445161002503,0.1612510225,0.3021425479615,0.64500409,0.286036909083,0.44346526404662023,0.0015819275470785321,0.2691950714077971,0.2691950714078162,0.18736304728956193,0.4837530675
aerodynamic_torque_only,0.0,8.5772817995e-23,0.314193274,0.8797411672,0.314193274,0.5969672206,1.256773096,0.5655478932,0.44999999999999996,1.071365218763276e-14,1.0399419885047743e-12,1.0394450268357956e-12,6.512414537157986e-13,0.9425798220000001
aerodynamic_torque_only,1.0,0.290948540252,0.311963155925,0.873316239485,0.3119367227778949,0.592639697705,1.2477468911115797,0.56135308356,0.4498933938916952,0.002616277260868785,0.26703435700526734,0.26703435700526695,0.16018340001809633,0.9358101683336848
aerodynamic_torque_only,2.0,0.581902532716,0.309719207393,0.866961348417,0.30968012926928906,0.588340277905,1.2387205170771562,0.557242141024,0.44985300020609176,0.006542539443138588,0.6726746713582732,0.6726746713582727,0.40348482761332827,0.9290403878078672
aerodynamic_torque_only,3.0,0.872862908094,0.307470440947,0.860651993184,0.30742348625580385,0.5840612170655,1.2296939450232154,0.553181552237,0.44985303414383854,0.010699693505247167,1.1080825891021675,1.108082589102167,0.6646854750054121,0.9222704587674115
aerodynamic_torque_only,4.0,1.16383133279,0.305260658532,0.854332076605,0.30516678081307136,0.5797963675685001,1.2206671232522854,0.549071418073,0.4498125718419294,0.01652867219709401,1.7242515669387546,1.7242515669387537,1.0343199648630563,0.9155003424392141
aerodynamic_torque_only,5.0,1.45481063444,0.303225261201,0.848091069453,0.30290999101039046,0.575658165327,1.2116399640415618,0.5448658082519999,0.44969283320313946,0.024926465564512237,2.619335201410664,2.619335201410665,1.5712293956940158,0.9087299730311713
aerodynamic_torque_only,6.0,1.74578902893,0.300941397932,0.842163766961,0.30065320824350017,0.5715525824465,1.2026128329740007,0.5412223690290001,0.4500387441322945,0.034187359496994835,3.61439679893887,3.61439679893887,2.1706672012329578,0.9019596247305005
aerodynamic_torque_only,7.0,2.0367700018,0.2984065012,0.835863633269,0.29839640547909924,0.5671350672345,1.193585621916397,0.537457132069,0.45028787394914305,0.04133318080454808,4.39767996050469,4.397679960504691,2.6436154298000325,0.8951892164372977
aerodynamic_torque_only,8.0,2.32775736816,0.296106223559,0.829490938132,0.2961395531277931,0.5627985808455,1.1845582125111724,0.533384714573,0.4502815555533276,0.0446692188155947,4.787162686050971,4.787162686050971,2.8783774900517325,0.8884186593833794
aerodynamic_torque_only,9.0,2.61875121593,0.29398887625,0.823224722018,0.2938826505076881,0.558606799134,1.1755306020307523,0.529235845768,0.45021018155863796,0.043833258668016115,4.734640691911079,4.734640691911081,2.8462545497478513,0.8816479515230642
aerodynamic_torque_only,10.0,2.90977439632,0.291586794446,0.816716195956,0.29158734249630414,0.554151495201,1.1663493699852165,0.52512940151,0.4502333649107694,0.03934877398760124,4.285254867092936,4.285254867092935,2.5755575236975745,0.8747620274889124
aerodynamic_torque_only,11.0,3.20083072452,0.289138012941,0.810167820359,0.2892618639708556,0.54965291665,1.1570474558834225,0.521029807418,0.4503097991086167,0.032494453540291984,3.5686765356698693,3.5686765356698693,2.1444532196526196,0.8677855919125669
aerodynamic_torque_only,12.0,3.491906324,0.28691322916,0.803701821584,0.28693623147195435,0.545307525372,1.1477449258878174,0.5167885924240001,0.4502643233419199,0.025076797503378642,2.778057753043112,2.7780577530431088,1.6686499909217698,0.860808694415863
aerodynamic_torque_only,13.0,3.78300405653,0.284655144971,0.797165221152,0.2846104221346631,0.5409101830615,1.1384416885386524,0.512510076181,0.4501856189392341,0.01848866678237812,2.0660343156144245,2.0660343156144245,1.2404758370741098,0.8538312664039893
aerodynamic_torque_only,14.0,4.0741298017,0.282388382794,0.790686976603,0.28228438898230085,0.5365376796985,1.1291375559292034,0.508298593809,0.4501653418043516,0.01344966102528955,1.5157017014281966,1.5157017014281902,0.9098909478538191,0.8468531669469026
aerodynamic_torque_only,15.0,4.36529189886,0.280349954847,0.784599386309,0.2799580653852242,0.5324746705779999,1.1198322615408969,0.504249431462,0.4502901450331046,0.010064635397092875,1.1434511073257438,1.14345110732575,0.6865713126148596,0.8398741961556726
aerodynamic_torque_only,16.0,4.65648016535,0.278000606282,0.778217070347,0.2776315327007338,0.5281088383145001,1.1105261308029353,0.500216464065,0.4504319621037033,0.008043177520086459,0.92120201707749,0.9212020170774868,0.5532822548131592,0.8328945981022015
aerodynamic_torque_only,17.0,4.94770812303,0.27529879713,0.771321389535,0.27530468289202703,0.5233100933325,1.1012187315681081,0.49602259240499996,0.4504305803976619,0.007219147362352574,0.8338278954604494,0.8338278954604494,0.5007980464635633,0.8259140486760811
