case_name,solver,alpha_deg,eta,y_m,chord_m,local_cl,local_cd,local_cm_c4,lprime_proxy,lprime_norm,source
policy_C_conservative_baseline,VSPAERO_thin_vlm,4.974091388787308,0.9098081138549494,15.50626,0.82948,0.8205549576101325,0.030214292866252213,-0.18056218398095022,0.6806339262384528,0.4341283834990772,linearly_interpolated_to_CL_req
policy_C_conservative_baseline,VSPAERO_thin_vlm,4.974091388787308,0.9198319118675572,15.6771,0.79088,0.820391744218414,0.030096106469037105,-0.1878358075668795,0.6488314226674593,0.4138438091717286,linearly_interpolated_to_CL_req
policy_C_conservative_baseline,VSPAERO_thin_vlm,4.974091388787308,0.929855123144154,15.84793,0.75227,0.8184252670656108,0.028176728999634307,-0.1984741450721933,0.615676775655447,0.3926967978960008,linearly_interpolated_to_CL_req
policy_C_conservative_baseline,VSPAERO_thin_vlm,4.974091388787308,0.9398789211567617,16.01877,0.71367,0.8133991533572927,0.028078542602419196,-0.20576362328032854,0.5804985737764992,0.37025910367098286,linearly_interpolated_to_CL_req
policy_C_conservative_baseline,VSPAERO_thin_vlm,4.974091388787308,0.9499021324333584,16.1896,0.67507,0.8047962530406931,0.029046988085746434,-0.21009191041627612,0.5432938065401807,0.3465288063171248,linearly_interpolated_to_CL_req
policy_C_conservative_baseline,VSPAERO_thin_vlm,4.974091388787308,0.9599235835019221,16.3604,0.65478,0.7701546014049284,0.030139474588494752,-0.20277745558300372,0.504281829907919,0.3216458175333214,linearly_interpolated_to_CL_req
policy_C_conservative_baseline,VSPAERO_thin_vlm,4.974091388787308,0.9699426876264415,16.53116,0.65282,0.7120131621055501,0.032273152163430754,-0.18517233146940842,0.46481643248574517,0.29647362360269647,linearly_interpolated_to_CL_req
policy_C_conservative_baseline,VSPAERO_thin_vlm,4.974091388787308,0.9799617917509611,16.70192,0.65085,0.6399252528926496,0.03403004313008523,-0.16399244306706234,0.416495350845181,0.26565301320868007,linearly_interpolated_to_CL_req
policy_C_conservative_baseline,VSPAERO_thin_vlm,4.974091388787308,0.9899808958754804,16.87268,0.64888,0.545054706068902,0.032507506257970685,-0.14279923691462487,0.3536750976739892,0.22558440377139816,linearly_interpolated_to_CL_req
policy_C_conservative_baseline,VSPAERO_thin_vlm,4.974091388787308,1.0,17.04344,0.64692,0.5268451593931982,0.05565184587394863,-0.16206130236424088,0.3408266705146478,0.21738929815270416,linearly_interpolated_to_CL_req
