case_name,base_area_m2,monotone_area_m2,area_delta_m2,base_positive_chord_jump_count,base_max_positive_chord_jump_m,monotone_positive_chord_jump_count,monotone_max_positive_chord_jump_m,AVL_base_alpha_at_CL_req,AVL_monotone_alpha_at_CL_req,AVL_base_CDi_at_CL_req,AVL_monotone_CDi_at_CL_req,VSPAERO_base_alpha_at_CL_req,VSPAERO_monotone_alpha_at_CL_req,VSPAERO_base_CDi_at_CL_req,VSPAERO_monotone_CDi_at_CL_req,monotone_vsp3,monotone_avl
policy_A_performance_candidate,33.42005846896623,33.420058469,3.376499080331996e-11,2,0.025487022999999942,0,0.0,4.840133479430222,4.830638255501344,0.01251268164159777,0.012502646719107835,5.110167565339105,5.100999331408098,0.013093653967364585,0.013074847099172214,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/monotone_chord/policy_A_performance_candidate/policy_A_performance_candidate_monotone_chord.vsp3,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/monotone_chord/policy_A_performance_candidate/policy_A_performance_candidate_monotone_chord.avl
policy_C_conservative_baseline,33.42005846896623,33.420058469,3.376499080331996e-11,2,0.025487022999999942,0,0.0,4.422814711452208,4.41262455161419,0.012527507923851293,0.012519521522518933,4.974091388787308,4.964489568879625,0.013084312533209639,0.013068247405655114,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/monotone_chord/policy_C_conservative_baseline/policy_C_conservative_baseline_monotone_chord.vsp3,/Volumes/Samsung SSD/hpa-mdo/output/geometry_exports/phase7_avl_vsp_parity/monotone_chord/policy_C_conservative_baseline/policy_C_conservative_baseline_monotone_chord.avl
