cst_mid2_nsga2_g01_child_0046_9585b968
 1.00000000  0.00083866
 0.99961452  0.00092554
 0.99845867  0.00118453
 0.99653423  0.00161078
 0.99384417  0.00219651
 0.99039264  0.00293145
 0.98618496  0.00380340
 0.98122762  0.00479896
 0.97552826  0.00590420
 0.96909567  0.00710547
 0.96193977  0.00839008
 0.95407159  0.00974701
 0.94550326  0.01116740
 0.93624800  0.01264504
 0.92632008  0.01417657
 0.91573481  0.01576160
 0.90450850  0.01740267
 0.89265847  0.01910501
 0.88020298  0.02087616
 0.86716125  0.02272554
 0.85355339  0.02466387
 0.83940037  0.02670252
 0.82472402  0.02885290
 0.80954697  0.03112576
 0.79389263  0.03353061
 0.77778512  0.03607506
 0.76124928  0.03876431
 0.74431062  0.04160070
 0.72699525  0.04458328
 0.70932987  0.04770746
 0.69134172  0.05096484
 0.67305853  0.05434296
 0.65450850  0.05782526
 0.63572022  0.06139107
 0.61672268  0.06501566
 0.59754516  0.06867044
 0.57821723  0.07232321
 0.55876870  0.07593854
 0.53922955  0.07947826
 0.51962991  0.08290204
 0.50000000  0.08616813
 0.48037009  0.08923413
 0.46077045  0.09205796
 0.44123130  0.09459883
 0.42178277  0.09681826
 0.40245484  0.09868116
 0.38327732  0.10015683
 0.36427978  0.10121990
 0.34549150  0.10185121
 0.32694147  0.10203840
 0.30865828  0.10177642
 0.29067013  0.10106774
 0.27300475  0.09992230
 0.25568938  0.09835718
 0.23875072  0.09639604
 0.22221488  0.09406829
 0.20610737  0.09140804
 0.19045303  0.08845285
 0.17527598  0.08524246
 0.16059963  0.08181736
 0.14644661  0.07821747
 0.13283875  0.07448085
 0.11979702  0.07064260
 0.10734153  0.06673394
 0.09549150  0.06278153
 0.08426519  0.05880709
 0.07367992  0.05482726
 0.06375200  0.05085378
 0.05449674  0.04689385
 0.04592841  0.04295075
 0.03806023  0.03902457
 0.03090433  0.03511306
 0.02447174  0.03121248
 0.01877238  0.02731844
 0.01381504  0.02342661
 0.00960736  0.01953335
 0.00615583  0.01563606
 0.00346577  0.01173347
 0.00154133  0.00782563
 0.00038548  0.00391378
 0.00000000  0.00000000
 0.00038548 -0.00116124
 0.00154133 -0.00231976
 0.00346577 -0.00347205
 0.00615583 -0.00461436
 0.00960736 -0.00574254
 0.01381504 -0.00685203
 0.01877238 -0.00793767
 0.02447174 -0.00899377
 0.03090433 -0.01001405
 0.03806023 -0.01099167
 0.04592841 -0.01191935
 0.05449674 -0.01278950
 0.06375200 -0.01359436
 0.07367992 -0.01432630
 0.08426519 -0.01497803
 0.09549150 -0.01554293
 0.10734153 -0.01601536
 0.11979702 -0.01639098
 0.13283875 -0.01666704
 0.14644661 -0.01684265
 0.16059963 -0.01691896
 0.17527598 -0.01689931
 0.19045303 -0.01678922
 0.20610737 -0.01659634
 0.22221488 -0.01633028
 0.23875072 -0.01600226
 0.25568938 -0.01562474
 0.27300475 -0.01521094
 0.29067013 -0.01477428
 0.30865828 -0.01432780
 0.32694147 -0.01388355
 0.34549150 -0.01345206
 0.36427978 -0.01304182
 0.38327732 -0.01265887
 0.40245484 -0.01230657
 0.42178277 -0.01198540
 0.44123130 -0.01169303
 0.46077045 -0.01142453
 0.48037009 -0.01117263
 0.50000000 -0.01092830
 0.51962991 -0.01068125
 0.53922955 -0.01042067
 0.55876870 -0.01013588
 0.57821723 -0.00981711
 0.59754516 -0.00945605
 0.61672268 -0.00904654
 0.63572022 -0.00858491
 0.65450850 -0.00807037
 0.67305853 -0.00750508
 0.69134172 -0.00689414
 0.70932987 -0.00624537
 0.72699525 -0.00556892
 0.74431062 -0.00487681
 0.76124928 -0.00418227
 0.77778512 -0.00349912
 0.79389263 -0.00284109
 0.80954697 -0.00222112
 0.82472402 -0.00165077
 0.83940037 -0.00113974
 0.85355339 -0.00069546
 0.86716125 -0.00032282
 0.88020298 -0.00002410
 0.89265847  0.00020101
 0.90450850  0.00035522
 0.91573481  0.00044338
 0.92632008  0.00047210
 0.93624800  0.00044933
 0.94550326  0.00038389
 0.95407159  0.00028504
 0.96193977  0.00016205
 0.96909567  0.00002388
 0.97552826 -0.00012117
 0.98122762 -0.00026561
 0.98618496 -0.00040294
 0.99039264 -0.00052767
 0.99384417 -0.00063534
 0.99653423 -0.00072246
 0.99845867 -0.00078645
 0.99961452 -0.00082553
 1.00000000 -0.00083866
