station_index,y_m,main_x_m,rear_x_m,quarter_chord_x_m,elastic_axis_x_m,aero_chord_m,spar_separation_m,spar_sep_over_chord,spar_pair_delta_z_change_m,direct_spar_pair_rotation_deg,elastic_axis_quarter_chord_projection_deg,conservative_bounded_physical_projection_deg,bounded_projection_lever_m
36.0,10.5091260236,0.228247818014,0.639961941241,0.22873617922147893,0.4341048796275,0.9149447168859157,0.4117141232270001,0.44998797810243724,0.001572735237051176,0.21886704387698325,0.21886704387698325,0.13131712686097902,0.6862085376644368
37.0,10.8036453866,0.225822650033,0.631925389779,0.22615767933443395,0.42887401990600005,0.9046307173377358,0.40610273974600003,0.4489154877927776,0.0015051386890977958,0.2123543900487875,0.2123543900487875,0.1271059396124462,0.6784730380033018
38.0,11.0983166214,0.223782480708,0.624677057848,0.2235778498186163,0.424229769278,0.8943113992744652,0.40089457714,0.4482717960044306,0.0019870814891768673,0.28399099667271377,0.28399099667270744,0.1697410989694509,0.670733549455849
39.0,11.3931052182,0.221228536683,0.617565122626,0.22099699280531718,0.41939682965450004,0.8839879712212687,0.39633658594300003,0.4483506550382619,0.002059454887528789,0.2977191996451235,0.2977191996451299,0.17797782695299924,0.6629909784159516
40.0,11.6879904018,0.218588860303,0.610336986941,0.21841529018020372,0.414462923622,0.8736611607208149,0.391748126638,0.4483982397875944,0.0021111194790436327,0.30876233241732287,0.30876233241732287,0.18459913004167133,0.6552458705406112
41.0,11.9829528247,0.216218616889,0.603256040888,0.21583291132951282,0.4097373288885,0.8633316453180513,0.387037423999,0.4483067730668154,0.002909279852365887,0.4306723518073777,0.43067235180736496,0.2574342257648342,0.6474987339885385
42.0,12.2785247168,0.213032255191,0.595282106163,0.2130834011237983,0.404157180677,0.8523336044951932,0.38224985097200004,0.44847445760207116,0.0015181131429034267,0.22755017006797915,0.2275501700679728,0.13606771172395724,0.6392502033713949
43.0,12.5743928982,0.210218047915,0.587554258096,0.21031053854080786,0.3988861530055,0.8412421541632314,0.37733621018100005,0.4485464836891461,0.0009200822137134246,0.1397075651659384,0.1397075651659448,0.0835538891634477,0.6309316156224236
44.0,12.8703070195,0.207606433078,0.579838481201,0.2075372454112504,0.3937224571395,0.8301489816450016,0.37223204812300004,0.44839186260928093,0.0012868962540064088,0.19808458361307016,0.19808458361307651,0.11842632371516264,0.6226117362337512
45.0,13.1662557972,0.204554776466,0.571794852781,0.2047636274835536,0.3881748146235,0.8190545099342144,0.36724007631499994,0.4483707395060877,0.0014367929484153108,0.22416331238921156,0.22416331238921156,0.13401146624768856,0.6142908824506608
46.0,13.4622273057,0.200147394995,0.562111083304,0.20198979652387575,0.3811292391495,0.807959186095503,0.36196368830899994,0.44799749113343806,0.0003579740945839349,0.05666424221605642,0.05666424221606278,0.033847258230753303,0.6059693895716273
47.0,13.7583403946,0.19777474858,0.555884959174,0.19921463867939473,0.376829853877,0.7968585547175789,0.35811021059400006,0.4494024798678616,0.0011947066052383493,0.19114616188307376,0.19114616188307376,0.11453568457690651,0.5976439160381842
