y_m,main_x_m,rear_x_m,main_loaded_z_m,rear_loaded_z_m,elastic_twist_deg,trim_alpha_deg,base_incidence_deg,alpha_eff_deg
8.4518473304,0.246565517412,0.690097203495,0.4720800151976322,0.27703749919309884,1.0365911924093847,-2.508123,0.0,-1.4715318075906152
8.7448801413,0.244320548839,0.683384059615,0.47882963149601654,0.28926117284098396,1.0262598857151972,-2.508123,0.0,-1.4818631142848027
9.03824331793,0.241810257528,0.676368386581,0.4866362018209746,0.29682966633897656,0.878936469964663,-2.508123,0.0,-1.6291865300353368
9.33218947817,0.238703967553,0.668911298281,0.4986099015901029,0.30094403305903183,0.5085960073955453,-2.508123,0.0,-1.9995269926044545
9.62626640464,0.236361317427,0.66192161111,0.5086243302405841,0.3008479312115756,0.3362874450153755,-2.508123,0.0,-2.171835554984624
9.92045559687,0.233944030002,0.654655293506,0.5176177239716199,0.2990205680298524,0.2606386490489813,-2.508123,0.0,-2.2474843509510185
10.2147453808,0.231268035094,0.647378488049,0.5262526084113816,0.29823634650495545,0.24587572735265023,-2.508123,0.0,-2.2622472726473495
10.5091260236,0.228247818014,0.639961941241,0.5350790839720163,0.3010052764561675,0.2251798718717916,-2.508123,0.0,-2.2829431281282084
10.8036453866,0.225822650033,0.631925389779,0.5433422167698748,0.3085916831306726,0.2189038148709077,-2.508123,0.0,-2.289219185129092
11.0983166214,0.223782480708,0.624677057848,0.5512135799037731,0.32016415025934997,0.2908799693858582,-2.508123,0.0,-2.2172430306141417
11.3931052182,0.221228536683,0.617565122626,0.5594722764769844,0.3334142036890132,0.3050595140884133,-2.508123,0.0,-2.2030634859115867
11.6879904018,0.218588860303,0.610336986941,0.5675919860411787,0.3461474165907223,0.3165851385740649,-2.508123,0.0,-2.191537861425935
11.9829528247,0.216218616889,0.603256040888,0.5750280795196705,0.3566000486579364,0.4388523333736754,-2.508123,0.0,-2.0692706666263243
12.2785247168,0.213032255191,0.595282106163,0.5878276413582063,0.3661273080647097,0.23607905493459388,-2.508123,0.0,-2.272043945065406
12.5743928982,0.210218047915,0.587554258096,0.6019795048345724,0.3742276011579858,0.14845127407150552,-2.508123,0.0,-2.3596717259284943
12.8703070195,0.207606433078,0.579838481201,0.6155605407082063,0.38083034498611273,0.2069328481803222,-2.508123,0.0,-2.301190151819678
13.1662557972,0.204554776466,0.571794852781,0.629662048380069,0.38766296105198433,0.2330763593818067,-2.508123,0.0,-2.2750466406181933
13.4622273057,0.200147394995,0.562111083304,0.6455557732548253,0.39686893540900925,0.06573259487668835,-2.508123,0.0,-2.4423904051233114
13.7583403946,0.19777474858,0.555884959174,0.6612213055476335,0.41084731236547184,0.2002835742760104,-2.508123,0.0,-2.3078394257239894
14.0545570527,0.196990868225,0.550439497713,0.6771493769970218,0.4279641845899955,0.3838194442697703,-2.508123,0.0,-2.1243035557302297
14.3511767159,0.193587334681,0.54122008069,0.6998511557263124,0.4507236941227642,0.045921708716587954,-2.508123,0.0,-2.462201291283412
14.6480711625,0.190257139643,0.532659559882,0.7262523408955308,0.48062084490813956,0.0015982648535240445,-2.508123,0.0,-2.506524735146476
14.9450054848,0.187449645467,0.524466950695,0.7541391018793511,0.5142949122467046,0.1375970410751268,-2.508123,0.0,-2.370525958924873
15.2419594295,0.184498558298,0.516054775115,0.7842703195295191,0.5505707028576272,0.18561321069195968,-2.508123,0.0,-2.3225097893080404
15.538924608,0.181570402489,0.507712146757,0.8166538253605036,0.5898691241594923,0.2614094542592065,-2.508123,0.0,-2.2467135457407936
15.8362435476,0.177955814182,0.498192233238,0.8552226002233565,0.6339348368513325,0.05807645752064389,-2.508123,0.0,-2.450046542479356
16.13360749,0.174770312342,0.489003583589,0.8960681798875412,0.682033326178788,0.12653682227682023,-2.508123,0.0,-2.3815861777231797
16.4309712047,0.171605904206,0.479878473406,0.9391917321999472,0.7331711520718601,0.31198288375487115,-2.508123,0.0,-2.196140116245129
16.7286424565,0.167162145917,0.467843045961,0.9878172564183754,0.7876899954647227,0.1224396816173069,-2.508123,0.0,-2.385683318382693
17.0263387775,0.163081402376,0.456255502578,1.0383710289031234,0.8457804188565821,0.23836455590759326,-2.508123,0.0,-2.269758444092407
17.324040695,0.15912409342,0.445161002503,1.0905369365290012,0.9067671383555378,0.49337178109539925,-2.508123,0.0,-2.0147512189046006
