policy_id,policy_name,assignment_label,status,evaluated_assignment_count,successful_assignment_count,e_CDi,target_vs_avl_rms,target_vs_avl_outer_delta,profile_cd,CD0_total_est,min_stall_margin,max_station_utilization,mission_drag_budget_band,overall_source_quality,root_airfoil,root_source_quality,root_sidecar_query_quality,root_mean_cd,root_cd_p90,mid1_airfoil,mid1_source_quality,mid1_sidecar_query_quality,mid1_mean_cd,mid1_cd_p90,mid2_airfoil,mid2_source_quality,mid2_sidecar_query_quality,mid2_mean_cd,mid2_cd_p90,tip_airfoil,tip_source_quality,tip_sidecar_query_quality,tip_mean_cd,tip_cd_p90
A,unrestricted_current_sidecar,root:dae11|mid1:dae11|mid2:clarkysm|tip:clarkysm,ok,16,16,0.985693,0.051299,0.111665,0.010995,0.014884,1.429148,0.904673,target,not_mission_grade_sidecar,dae11,full_polar_candidate_not_mission_grade,not_mission_grade_sidecar,0.011606,0.011622,dae11,full_polar_candidate_not_mission_grade,not_mission_grade_sidecar,0.0128,0.012874,clarkysm,full_polar_mission_grade_candidate,mission_grade_sidecar,0.007935,0.007935,clarkysm,full_polar_mission_grade_candidate,mission_grade_sidecar,0.008873,0.008433
B,cst_only_sidecar,root:cst_root_nsga2_g05_child_0019_00cc4dca|mid1:cst_mid1_nsga2_g06_child_0001_a86879e2|mid2:cst_mid2_nsga2_g04_child_0024_0b55bfc3|tip:cst_tip_nsga2_g02_child_0085_cb99bc9c,ok,16,16,0.957613,0.065304,0.121131,0.012108,0.015998,2.916949,0.835087,target,not_mission_grade_sidecar,cst_root_nsga2_g05_child_0019_00cc4dca,full_polar_mission_grade_candidate,mission_grade_sidecar,0.013331,0.013225,cst_mid1_nsga2_g06_child_0001_a86879e2,full_polar_mission_grade_candidate,mission_grade_sidecar,0.013825,0.01403,cst_mid2_nsga2_g04_child_0024_0b55bfc3,full_polar_mission_grade_candidate,mission_grade_sidecar,0.009276,0.009276,cst_tip_nsga2_g02_child_0085_cb99bc9c,full_polar_candidate_not_mission_grade,not_mission_grade_sidecar,0.009421,0.008952
C,full_polar_mission_grade_only,root:cst_root_nsga2_g05_child_0019_00cc4dca|mid1:cst_mid1_nsga2_g06_child_0001_a86879e2|mid2:clarkysm|tip:clarkysm,ok,16,16,0.985598,0.044089,0.090167,0.011398,0.015288,3.051108,0.824612,target,mission_grade_sidecar,cst_root_nsga2_g05_child_0019_00cc4dca,full_polar_mission_grade_candidate,mission_grade_sidecar,0.013331,0.013225,cst_mid1_nsga2_g06_child_0001_a86879e2,full_polar_mission_grade_candidate,mission_grade_sidecar,0.013825,0.01403,clarkysm,full_polar_mission_grade_candidate,mission_grade_sidecar,0.007935,0.007935,clarkysm,full_polar_mission_grade_candidate,mission_grade_sidecar,0.008873,0.008433
D,no_clarky_allowed,root:cst_root_nsga2_g05_child_0019_00cc4dca|mid1:cst_mid1_nsga2_g06_child_0001_a86879e2|mid2:dae31|tip:dae41,ok,16,16,0.990375,0.039982,0.080499,0.01097,0.01486,3.244444,0.809218,target,not_mission_grade_sidecar,cst_root_nsga2_g05_child_0019_00cc4dca,full_polar_mission_grade_candidate,mission_grade_sidecar,0.013331,0.013225,cst_mid1_nsga2_g06_child_0001_a86879e2,full_polar_mission_grade_candidate,mission_grade_sidecar,0.013825,0.01403,dae31,full_polar_mission_grade_candidate,mission_grade_sidecar,0.01251,0.01251,dae41,full_polar_candidate_not_mission_grade,not_mission_grade_sidecar,0.008739,0.008384
E,no_dae_allowed,root:cst_root_nsga2_g05_child_0019_00cc4dca|mid1:cst_mid1_nsga2_g06_child_0001_a86879e2|mid2:clarkysm|tip:clarkysm,ok,16,16,0.985598,0.044089,0.090167,0.011398,0.015288,3.051108,0.824612,target,mission_grade_sidecar,cst_root_nsga2_g05_child_0019_00cc4dca,full_polar_mission_grade_candidate,mission_grade_sidecar,0.013331,0.013225,cst_mid1_nsga2_g06_child_0001_a86879e2,full_polar_mission_grade_candidate,mission_grade_sidecar,0.013825,0.01403,clarkysm,full_polar_mission_grade_candidate,mission_grade_sidecar,0.007935,0.007935,clarkysm,full_polar_mission_grade_candidate,mission_grade_sidecar,0.008873,0.008433
Probe,tip_forced_dae31_from_policy_a_winner,root:dae11|mid1:dae11|mid2:clarkysm|tip:dae31,ok,1,1,0.932308,0.113611,0.252642,0.01188,0.01577,1.966966,0.8688,target,not_mission_grade_sidecar,dae11,full_polar_candidate_not_mission_grade,not_mission_grade_sidecar,0.011606,0.011622,dae11,full_polar_candidate_not_mission_grade,not_mission_grade_sidecar,0.0128,0.012874,clarkysm,full_polar_mission_grade_candidate,mission_grade_sidecar,0.007935,0.007935,dae31,full_polar_mission_grade_candidate,not_mission_grade_sidecar,0.029522,0.025205
