scale,zone,rank,source,candidate_id,score,cd_mission,safe_clmax,usable_clmax,cm,robust_pass_rate,tc,max_thickness_x,camber,te_thickness,hard_gate_pass,hard_gate_notes,artifact_suspicion,artifact_notes,upper_coefficients,lower_coefficients
smoke,mid2,7,seedless,seedless_sobol_0052,12.20354699936306,0.022260646175823014,1.13796376221885,1.2874588502378805,-0.02671213594394921,1.0,0.12908625366521706,0.2916981132075472,0.023222401493048696,0.0010887786811217665,False,stall margin -0.325 at reference_avl_case,low,no immediate artifact trigger,"[0.21585327044129374, 0.30256356989964844, 0.1336593222618103, 0.2881980045920424, 0.10474536002990045, 0.19655008067594376, 0.09352916118840687]","[-0.036287516355514526, -0.13314987032230943, -0.14937177320942283, -0.09134425527756848, -0.05526169575750828, -0.04738677739582304, -0.0014124577119369042]"
smoke,mid2,8,seedless,seedless_sobol_0149,12.39191132282717,0.01725963976412317,0.822021823714368,0.9440436996895305,-0.07173035782405178,1.0,0.12346302183692698,0.309811320754717,0.025695462181344157,0.0005184320411644876,False,stall margin -0.738 at reference_avl_case,medium,polar target mismatch dCL=0.276,"[0.148598368242383, 0.20760934606194498, 0.15792245503515004, 0.2604592102787513, 0.2360798058335129, 0.10438056027253625, 0.16195688603251054]","[-0.026314720958471288, -0.17210393398497253, -0.2132219199743122, -0.013065878864591957, 0.003799739070236688, -0.016270503611033785, 0.07735359954961016]"
smoke,mid2,9,seedless,seedless_sobol_0265,12.400021948761552,0.011000321915169413,0.35014808228279787,0.43113745900304107,-0.13346794762889055,1.0,0.11659303924429087,0.2916981132075472,0.03766558870730098,0.0011052092909812927,False,stall margin -2.744 at reference_avl_case,medium,cm -0.133 near trim penalty region; polar target mismatch dCL=0.789,"[0.07528059922158718, 0.11292549084872008, 0.29139307156205174, 0.18893047104990296, 0.3112736055286583, 0.1380485497437045, 0.1864872248237394]","[-0.13858407706022263, -0.2110531656870991, -0.13698552519083024, 0.07971815282253919, -0.034154779240489, 0.12335167648641578, 0.129671568114914]"
smoke,mid2,10,seedless,seedless_sobol_0003,12.760455319552792,0.029831232360714516,1.241490961738105,1.3999884149327229,-0.07572006812064568,1.0,0.12312818428520125,0.2916981132075472,0.04580356191837496,0.002678382403217256,False,stall margin -0.236 at reference_avl_case,low,no immediate artifact trigger,"[0.16445456355810167, 0.19287179104983806, 0.31456701442599294, 0.29184504048331544, 0.24112812192912772, 0.2688169321810268, 0.22763907741583325]","[-0.16407304987311364, -0.09206480235133321, -0.11089130777865648, 0.08515247105871512, -0.014729284122586256, 0.019768996539879582, 0.0038024290961064418]"
smoke,tip,1,seedless,seedless_sobol_0416,3.131618052360909,0.013991862502522425,1.3991577443162397,1.5906123372197452,-0.030142662958199177,1.0,0.10737220159938256,0.33396226415094343,0.024676560000511435,0.003239846642129123,True,ok,low,no immediate artifact trigger,"[0.24171808756887916, 0.252335141710937, 0.08841533206403256, 0.25766341042029484, 0.08892979179620557, 0.24365836836265867, 0.017153030113007874]","[-0.09953849166631698, 0.00013104132093486043, -0.14649949793703854, -0.12337070424997434, -0.08841547410935163, -0.016835327141308233, 0.06600404613089561]"
smoke,tip,2,seedless,seedless_sobol_0296,5.102199838067735,0.012696116920533726,1.3410338318562978,1.5274341715024171,-0.05126309969058281,1.0,0.13363973159165343,0.27358490566037735,0.03767545832507603,0.000837109514977783,False,stall margin -0.000 at reference_avl_case,low,no immediate artifact trigger,"[0.26425502404570583, 0.2550713374465704, 0.35951224111020563, 0.1871676057425514, 0.19053655454246884, 0.038182650761287656, 0.21606833884391563]","[-0.11540721908211707, -0.08446181983590126, -0.04893768104724586, -0.10710072208646686, 0.007443355396389961, -0.04473189381779079, 0.07396605108385533]"
smoke,tip,3,seedless,seedless_sobol_0336,10.790119062599647,0.012623748522995836,1.223929352700391,1.4001466941590401,-0.023149847784183886,1.0,0.10979673156437389,0.279622641509434,0.027149581454803666,0.0020788026312366127,False,stall margin -0.071 at reference_avl_case,low,no immediate artifact trigger,"[0.22027684532105926, 0.2630519156530499, 0.17960175968706607, 0.17880781428335607, 0.07569904462965764, 0.06914498583174777, 0.04740667163380608]","[-0.051568311303853975, -0.04786775988869371, -0.11842897616326808, -0.09723959481132032, -0.09829992283135654, 0.06555833287684991, 0.08753330380774847]"
smoke,tip,4,seedless,seedless_sobol_0196,11.522925950082417,0.013019732323736247,1.1967415554688126,1.370594740646455,-0.0205957783757189,1.0,0.11508589110527584,0.2554716981132075,0.025662690754009898,0.0008112817825749516,False,stall margin -0.090 at reference_avl_case,low,no immediate artifact trigger,"[0.20213734805583955, 0.2895487999729812, 0.19996407642960545, 0.1395363172738552, 0.05982668904244713, 0.11687424792517444, 0.1255893328661751]","[-0.07488231495022774, -0.08512549306418749, -0.08567767801694573, -0.1206874126623925, -0.0679348112642765, 0.03356657304835692, 0.0012419720570892093]"
smoke,tip,5,seedless,seedless_sobol_0052,11.568599018064974,0.011863242569753796,1.1150519397799734,1.281801680115108,-0.02974138839573236,1.0,0.12908625366521706,0.2916981132075472,0.023222401493048696,0.0010887786811217665,False,stall margin -0.151 at reference_avl_case,low,no immediate artifact trigger,"[0.21585327044129374, 0.30256356989964844, 0.1336593222618103, 0.2881980045920424, 0.10474536002990045, 0.19655008067594376, 0.09352916118840687]","[-0.036287516355514526, -0.13314987032230943, -0.14937177320942283, -0.09134425527756848, -0.05526169575750828, -0.04738677739582304, -0.0014124577119369042]"
smoke,tip,6,seedless,seedless_sobol_0377,12.151897051134206,0.0205295817775719,0.5571027158335299,0.6753351323472345,-0.03373765802052142,1.0,0.11793919252060871,0.26150943396226417,0.015811222709508865,0.00048572748247534037,False,stall margin -1.041 at reference_avl_case,medium,polar target mismatch dCL=0.335,"[0.0850595720857382, 0.16826097464188933, 0.3130965647473931, 0.06583995839666762, 0.13421879975580236, 0.03162001079541631, 0.009653042735723778]","[-0.1434070365130901, -0.1712628008324653, -0.15199316694401205, 9.344998934118776e-05, -0.04181316737085581, 0.06234298043543193, -0.002154720031220466]"
smoke,tip,7,seedless,seedless_sobol_0222,12.19909544047512,0.01736293492350384,0.5112763143721651,0.6255238264109686,-0.059042733970542965,1.0,0.15644429007355415,0.279622641509434,0.025345854889119918,0.0015433866842649877,False,stall margin -1.199 at reference_avl_case,medium,polar target mismatch dCL=0.384,"[0.05697022289037705, 0.3186723629198968, 0.339687679708004, 0.24697329850491695, 0.048012290964491666, 0.06404909187913872, 0.18466671878714302]","[-0.11863418981432913, -0.18479829803306608, -0.2152611908596009, -0.01168420379902052, -0.019836363308131696, 0.01780562023665755, 0.018143664296882227]"
smoke,tip,8,seedless,seedless_sobol_0003,12.363677796607398,0.011372418739858135,1.2114967396451806,1.38663298431642,-0.1178551777436763,1.0,0.12312818428520125,0.2916981132075472,0.04580356191837496,0.002678382403217256,False,stall margin -0.080 at reference_avl_case,low,no immediate artifact trigger,"[0.16445456355810167, 0.19287179104983806, 0.31456701442599294, 0.29184504048331544, 0.24112812192912772, 0.2688169321810268, 0.22763907741583325]","[-0.16407304987311364, -0.09206480235133321, -0.11089130777865648, 0.08515247105871512, -0.014729284122586256, 0.019768996539879582, 0.0038024290961064418]"
smoke,tip,9,seedless,seedless_sobol_0149,12.449792620448585,0.016503127776821717,0.9321183981618426,1.082960874008444,-0.07217199314966272,1.0,0.12346302183692698,0.309811320754717,0.025695462181344157,0.0005184320411644876,False,stall margin -0.326 at reference_avl_case,low,no immediate artifact trigger,"[0.148598368242383, 0.20760934606194498, 0.15792245503515004, 0.2604592102787513, 0.2360798058335129, 0.10438056027253625, 0.16195688603251054]","[-0.026314720958471288, -0.17210393398497253, -0.2132219199743122, -0.013065878864591957, 0.003799739070236688, -0.016270503611033785, 0.07735359954961016]"
smoke,tip,10,seedless,seedless_sobol_0077,12.5968546797034,0.016277686850311755,0.879196998282942,1.0254376132705085,-0.09062856814334908,1.0,0.11071342346602886,0.2554716981132075,0.04338708637415814,0.0013613113570027054,False,stall margin -0.391 at reference_avl_case,low,no immediate artifact trigger,"[0.11848178602755072, 0.22122826429083942, 0.1831400405615568, 0.285918639503303, 0.3127664909479339, 0.059693474473641255, 0.0652965782292653]","[-0.041320187747478476, -0.228090474852249, -0.085083674127236, 0.1744066570203844, -0.040672590620815754, 0.06963675277264601, 0.06848713099462725]"
medium,root,1,seedless,seedless_sobol_0960,12.327224504765578,0.05163246907907684,1.3165518858545422,1.474512919407111,-0.0805326666735994,1.0,0.1518764332578174,0.27358490566037735,0.041905124961458096,0.002133188009262085,False,stall margin -0.290 at reference_avl_case,low,no immediate artifact trigger,"[0.2653221699409187, 0.38682007845053823, 0.3514488300308586, 0.08121462642110512, 0.34896744325244056, 0.20122359614385665, 0.2694288975433521]","[-0.067895242087543, -0.08440087031661256, -0.1192162188049406, -0.06009182430282048, -0.14425130271529035, -0.03021388577003684, 0.1629266354801599]"
medium,root,2,seedless,seedless_sobol_0004,12.40827491565193,0.03534981921735913,1.3268647202636439,1.4857225220256998,-0.10376349282325073,1.0,0.14666651892451443,0.36415094339622645,0.053910360190473766,0.0038842560909688475,False,stall margin -0.282 at reference_avl_case,low,no immediate artifact trigger,"[0.21442734212614595, 0.29903344326697107, 0.3126065218821168, 0.48308513231340894, 0.19672081163886748, 0.2003363329948159, 0.08138252526833117]","[-0.09283061500638723, 0.06279385767713652, -0.1578197733592242, -0.004768056516405189, -0.06308937365472876, 0.0846107080534799, 0.08483713683922682]"
medium,root,3,seedless,seedless_sobol_0228,12.417417860445358,0.012574736593642858,1.6475197455661423,1.8342605930066764,-0.12565543787762257,1.0,0.15008592086512199,0.27358490566037735,0.049755660284139934,0.0034960841350257397,False,stall margin -0.081 at reference_avl_case,medium,cm -0.126 near trim penalty region,"[0.2074603694025427, 0.4122922108043414, 0.2789812337607146, 0.40443729324578775, 0.10309102608508058, 0.15928369143885376, 0.38902746656854076]","[-0.1956904762238264, -0.009004185011560084, -0.09816025685518981, -0.04018597515621594, 0.005404355389356602, -0.03417723575372901, 0.23461500602070898]"
medium,root,4,seedless,seedless_sobol_1184,12.420501455128859,0.03773469492465181,1.4328446772180947,1.6009181274109725,-0.12626927785495204,1.0,0.14050200008573444,0.2916981132075472,0.06154268408989836,0.0014571925178170205,False,stall margin -0.206 at reference_avl_case,medium,cm -0.126 near trim penalty region,"[0.2597803526557982, 0.26214681150789565, 0.2781913810409606, 0.5177433621756462, 0.2860852356014401, 0.06237836915075593, 0.13617048595958947]","[-0.14059017717838287, -0.1029399112943653, -0.11045602718368172, 0.21082762866107935, -0.1446975220731199, 0.14575032262745685, 0.13040028668463605]"
medium,root,5,seedless,seedless_sobol_1619,12.58751240599351,0.040168493930422,1.123971220300693,1.2651861090224925,-0.06124881648779744,1.0,0.14008224805535388,0.33999999999999997,0.04058163351621497,0.0006610431224107743,False,stall margin -0.469 at reference_avl_case,medium,polar target mismatch dCL=0.105,"[0.20250965394079684, 0.18553488150093705, 0.393040110450238, 0.2936137625139691, 0.27170292023850234, 0.05287828554497287, 0.012676706281799822]","[-0.10094012364745139, -0.1048563336341046, -0.06148148611187937, -0.09603578220964783, -0.016200557242756708, -0.026019381528884174, -0.006678627723103389]"
medium,root,6,seedless,seedless_sobol_2443,12.730516712032976,0.02550307607984748,1.317788269627486,1.4758568148124849,-0.07472939762229386,1.0,0.14702509826865878,0.32792452830188684,0.03475261252244557,0.0018168716281652451,False,stall margin -0.289 at reference_avl_case,low,no immediate artifact trigger,"[0.2349551685154438, 0.21116191330878625, 0.15653195772320033, 0.18545823057469168, 0.5115019119652696, 0.1608756049247561, 0.3951985413825698]","[-0.06972424488514661, -0.2508942229387807, -0.20340187242254615, -0.08165748475301639, -0.1449951396723874, 0.1488562677837247, -0.0018913212881507338]"
medium,root,7,seedless,seedless_sobol_0754,12.821935052180715,0.017739624616453564,1.262419970075303,1.4156738805166336,-0.17703376431271986,1.0,0.15797036186284652,0.2554716981132075,0.06210414574589545,0.0019202743247151376,False,stall margin -0.335 at reference_avl_case; cm hard violation 0.017,high,cm -0.177 beyond hard trim bound,"[0.1321468678768724, 0.3839005566878114, 0.3871311173774302, 0.16958456329678373, 0.5763150481564049, 0.06613042509969232, 0.3451616813022047]","[-0.21036662317812443, -0.07307683599390649, -0.2318697584234178, 0.2124392751821652, 0.014871461543375625, 0.13294009911644553, 0.2454793850735901]"
medium,root,8,seedless,seedless_sobol_0537,12.845082176881627,0.03586114353858693,1.0259020095428208,1.158589140807414,-0.08316723156558324,1.0,0.1477937316383064,0.30377358490566037,0.03383563999754177,0.003197344768792391,False,stall margin -0.585 at reference_avl_case,medium,polar target mismatch dCL=0.211,"[0.1074246437754482, 0.21531576507837513, 0.3656883499585093, 0.34946678056736574, 0.0764682359148711, 0.015123154980896975, 0.3532031493452936]","[-0.19989453393965959, -0.16431856287639124, -0.08341929283924401, -0.08899183417150192, -0.015496298591543, 0.05414771396685206, 0.1108941730850581]"
medium,root,9,seedless,seedless_sobol_1927,12.85186482865061,0.045684063553425934,1.2952639152611907,1.4513738209360767,-0.08488896959578936,1.0,0.14613257111005598,0.3581132075471698,0.05242497424871139,0.0012099627517163753,False,stall margin -0.308 at reference_avl_case,low,no immediate artifact trigger,"[0.2911464019678533, 0.13312187454890834, 0.2084408359602094, 0.5509976612687828, 0.36850626485870036, 0.06917036546095275, 0.20868123041935266]","[-0.06779715761542318, -0.2585108514644029, -0.09004032612778248, 0.04841551156947205, -0.04043715880272539, 0.02215214044518303, 0.046303389946331264]"
medium,root,10,seedless,seedless_sobol_2211,12.857730754507736,0.061297881941326224,1.247924118375534,1.3999175199734066,-0.08509318767421999,1.0,0.15745470161009592,0.3822641509433962,0.04736934536756038,0.003212026823312044,False,stall margin -0.348 at reference_avl_case,low,no immediate artifact trigger,"[0.1866559446323663, 0.1443574768826738, 0.2727565997280181, 0.5105712223261893, 0.39852056046577916, 0.01810938093670737, 0.11369338226804138]","[-0.06638669043779372, -0.14270140624940583, -0.24742560452781617, 0.12276846766363458, -0.14130660565255584, -0.032604343313823454, 0.07770100871824194]"
medium,tip,1,seedless,seedless_sobol_1040,3.304278558534229,0.017960826555199382,1.4208519038438365,1.6141929454019157,-0.09901992249055717,1.0,0.12688129171568183,0.3158490566037736,0.04326852667071218,0.0032514758869074288,True,ok,low,no immediate artifact trigger,"[0.227313059642911, 0.37161895317956806, 0.17252248279750346, 0.3082120445671994, 0.34163444426868855, 0.2320529769831896, 0.1614768829482831]","[-0.16524315103888512, 0.060418043147250966, -0.15264379560016095, 0.0012575193011052643, -0.07232035532593728, 0.15050699545816704, -0.004518103034844621]"
