z_state,case_label,shape_name,station_index,eta,y_m,main_z_m,rear_z_m,main_slope_dzdy,main_curvature_d2zdy2,eta_at_max_abs_curvature,eta_at_max_abs_slope
7deg,target_main_tip_z_2p108m,requested_loaded,29,0.4915254237288135,8.437595711864407,0.5492774428466319,0.5512601079795393,0.09841772097234025,0.012503934651036663,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,30,0.5084745762711864,8.728547288135594,0.5781724626557699,0.5799879058543856,0.10390595523777957,0.03266146332833503,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,31,0.5254237288135593,9.01949886440678,0.6097406457674224,0.6112447522000883,0.11742352944974543,0.04054551515547472,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,32,0.5423728813559322,9.310450440677966,0.646501584625229,0.6473890511760274,0.12749951832820483,0.021277585811954797,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,33,0.559322033898305,9.601402016949153,0.6839330174302389,0.6842034005009918,0.1298050237122128,0.00792751979269854,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,34,0.5762711864406779,9.892353593220339,0.722035537139203,0.7216888171392067,0.13211256708741814,0.007934524364467704,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,35,0.5932203389830508,10.183305169491526,0.7608097367088732,0.7598463180637809,0.13442214845382083,0.007941528936235759,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,36,0.6101694915254237,10.474256745762712,0.8002562090960004,0.7986769202643024,0.13673376781142021,0.00794853350800423,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,37,0.6271186440677966,10.7652083220339,0.8403755472573357,0.8381816407544364,0.13904742516021718,0.007955538079771951,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,38,0.6440677966101694,11.056159898305085,0.8811683441496302,0.8783614965795231,0.14136312050021038,0.00796254265153995,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,39,0.6610169491525423,11.347111474576272,0.9226351927296353,0.919217504824177,0.1436808538314014,0.007969547223309531,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,40,0.6779661016949152,11.638063050847459,0.9647766859541026,0.9607506826198868,0.14600062515378953,0.021336208832953563,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,41,0.6949152542372881,11.929014627118644,1.0075934167797826,1.002962047152617,0.1560964610145994,0.04074931714429275,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,42,0.711864406779661,12.21996620338983,1.0556097087192056,1.0503272563915171,0.16971278126400247,0.033820738576010645,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,43,0.7288135593220338,12.510917779661018,1.10634981922404,1.1004003864110743,0.17577685541329147,0.015177017213522881,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,44,0.7457627118644068,12.801869355932205,1.157894815028185,1.1512842805198504,0.1785443354267413,0.009515572518894955,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,45,0.7627118644067796,13.09282093220339,1.2102453308774432,1.202980083232148,0.18131399706028195,0.009523070742897155,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,46,0.7796610169491525,13.383772508474577,1.2634020015176215,1.2554889391951092,0.18408584031391717,0.009530568966899744,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,47,0.7966101694915254,13.674724084745764,1.3173654616945236,1.3088119931990945,0.18685986518764341,0.01795274989430612,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,48,0.8135593220338982,13.965675661016949,1.3721363461539537,1.3629503901880733,0.19453260207421863,0.031737928375864255,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,49,0.8305084745762711,14.256627237288136,1.4305645961137823,1.4208786610492308,0.20532826576472285,0.028947735688126308,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,50,0.847457627118644,14.547578813559323,1.4916175113085044,1.4815160958680447,0.2113773807301027,0.015685689857905083,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,51,0.864406779661017,14.83853038983051,1.5535657603367785,1.5430576104011902,0.21445581814283976,0.010584627950167902,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,52,0.8813559322033897,15.129481966101695,1.616410027966876,1.6055042852018413,0.2175366091027935,0.018848183260337326,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,53,0.8983050847457626,15.420433542372882,1.680150998967072,1.6688572009562737,0.2254236354017265,0.028188348737434143,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,54,0.9152542372881356,15.711385118644069,1.7475847520647034,1.735928663649016,0.23393949809807024,0.021185473108627118,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,55,0.9322033898305083,16.002336694915254,1.8162811304145194,1.8042764670901903,0.23775152899173824,0.018824719212507834,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,56,0.9491525423728813,16.29328827118644,1.8859331163067652,1.873592352066322,0.24489366155355352,0.025035951438722892,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,57,0.9661016949152542,16.584239847457628,1.9587855241101773,1.946570454091583,0.25232002806082887,0.019040750390617256,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,58,0.983050847457627,16.875191423728815,2.032758936084942,2.0206990442781874,0.25597353423262614,0.009246500461721374,0.6949152542372881,1.0
7deg,target_main_tip_z_2p108m,requested_loaded,59,1.0,17.166143,2.1077373306475558,2.0958383236204305,0.25770059582948907,0.005935907338935265,0.6949152542372881,1.0
