target_name,target_vs_avl_rms,target_vs_avl_outer_delta,target_vs_avl_max_delta,e_fourier,e_AVL,root_bending_proxy_fourier_nm,root_bending_proxy_avl_nm,avl_shift_diagnosis
more_inboard_loaded_target,0.10104316702573181,0.24040815490609357,0.24040815490609357,0.9218289085545723,0.9830641800617093,3325.1493095723545,3544.979541022862,positive_delta_means_target_more_loaded_than_AVL_at_that_eta
current_shadow_target,0.05406110916677819,0.14498137628615376,0.14498137628615376,0.9831041945628882,0.9830641800617093,3549.619783967816,3544.979541022862,positive_delta_means_target_more_loaded_than_AVL_at_that_eta
elliptical_like_target,0.056620332986042125,0.1078357218512298,0.1078357218512298,1.0,0.9830641800617093,3653.5923654604803,3544.979541022862,positive_delta_means_target_more_loaded_than_AVL_at_that_eta
slightly_outer_loaded_target,0.10117617293340625,0.1845541946329322,0.1845541946329322,0.9873617693522908,0.9830641800617093,3774.085947515624,3544.979541022862,positive_delta_means_target_more_loaded_than_AVL_at_that_eta
recorded_smooth_combo_alignment_metric,0.029208587213611432,0.08845360496267712,,,0.9830641800617093,,3544.979541022862,imported from validation_manifest.source_combo
