case_id,region,eta_min,eta_max,lift_n,lift_fraction,root_bending_contribution_nm,root_bending_fraction
current_avl_actual_spanload,eta_0p0_0p3,0.0,0.3,198.2338995135441,0.3951768041417266,502.223112316076,0.1416716532505475
current_avl_actual_spanload,eta_0p3_0p6,0.3,0.6,170.0470692799728,0.33898670992513646,1296.0738045067437,0.3656082607835804
current_avl_actual_spanload,eta_0p6_0p8,0.6,0.8,84.78274478384026,0.16901334339010218,1008.3192628563456,0.28443584827161145
current_avl_actual_spanload,eta_0p8_1p0,0.8,1.0,48.569726027183236,0.09682314254303477,738.3633613436966,0.20828423769426058
