target_name,r3,r5,e_theory,root_bending_proxy_nm,root_bending_ratio_vs_current_avl,outer_lift_fraction_eta_ge_0p7,outer_lift_ratio_vs_ellipse,local_cl_max,expected_structure_burden
more_inboard_loaded_target,-0.16,-0.04,0.9218289085545723,3325.1493095723545,0.9379882933295919,0.13213314408628457,0.7032232774426427,1.3888674311851945,lower_root_bending_but_higher_local_Cl
current_shadow_target,-0.056987,-0.038584,0.9831041945628882,3549.619783967816,1.0013089618406135,0.1656391069882184,0.8815447213824245,1.3322940362404485,higher_root_bending
elliptical_like_target,0.0,0.0,1.0,3653.5923654604803,1.0306384911903552,0.18789643108345744,1.0,1.2801825499779982,higher_root_bending
slightly_outer_loaded_target,0.06,0.02,0.9873617693522908,3774.085947515624,1.0646284143086073,0.20930536619925091,1.1139400838661184,1.2581495947145434,higher_root_bending
