Node,Y_Position_m,Main_X_m,Main_Z_m,Main_Outer_Radius_m,Main_Wall_Thickness_m,Rear_X_m,Rear_Z_m,Rear_Outer_Radius_m,Rear_Wall_Thickness_m,Lift_Per_Span_N_m,Torque_Per_Span_Nm_m,Main_FZ_N,Rear_FZ_N,Is_Joint,Is_Wire_Attach
26,7.27378941e+00,2.56319517e-01,3.10202891e-01,3.06350000e-02,8.00000000e-04,7.17694647e-01,3.12069730e-01,1.00000000e-02,8.00000000e-04,6.68940037e+01,-3.78666120e+01,1.80752937e+01,-4.40587789e-01,0,0
27,7.56474098e+00,2.53902859e-01,3.25340428e-01,3.06350000e-02,8.00000000e-04,7.10928006e-01,3.27071817e-01,1.00000000e-02,8.00000000e-04,6.59974947e+01,-3.72222481e+01,1.78144531e+01,-4.40587789e-01,1,1
28,7.85569256e+00,2.51486202e-01,3.40489264e-01,3.06350000e-02,8.00000000e-04,7.04161366e-01,3.42087450e-01,1.00000000e-02,8.00000000e-04,6.51009034e+01,-3.65656270e+01,1.75535884e+01,-4.40587789e-01,0,0
29,8.14664414e+00,2.49069545e-01,3.55649401e-01,3.06350000e-02,8.00000000e-04,6.97394725e-01,3.57116626e-01,1.00000000e-02,8.00000000e-04,6.41926228e+01,-3.58577653e+01,1.72893227e+01,-4.40587789e-01,0,0
30,8.43759571e+00,2.46652887e-01,3.70820837e-01,3.06350000e-02,8.00000000e-04,6.90628085e-01,3.72159347e-01,1.00000000e-02,8.00000000e-04,6.32199913e+01,-3.51769073e+01,1.70063341e+01,-4.40587789e-01,0,0
31,8.72854729e+00,2.44236230e-01,3.86003573e-01,3.06350000e-02,8.00000000e-04,6.83861444e-01,3.87215612e-01,1.00000000e-02,8.00000000e-04,6.18586061e+01,-3.46297504e+01,1.66102369e+01,-4.40587789e-01,0,0
32,9.01949886e+00,2.41777778e-01,4.02618694e-01,3.06350000e-02,8.00000000e-04,6.76977779e-01,4.03611872e-01,1.00000000e-02,8.00000000e-04,6.04846828e+01,-3.40716948e+01,1.62104917e+01,-4.40587789e-01,0,0
33,9.31045044e+00,2.39230514e-01,4.22265305e-01,3.06350000e-02,8.00000000e-04,6.69845440e-01,4.22844958e-01,1.00000000e-02,8.00000000e-04,5.88429269e+01,-3.34283716e+01,1.57328203e+01,-4.40587789e-01,0,0
34,9.60140202e+00,2.36683250e-01,4.41923827e-01,3.06350000e-02,8.00000000e-04,6.62713100e-01,4.42098535e-01,1.00000000e-02,8.00000000e-04,5.72136905e+01,-3.27888470e+01,1.52587914e+01,-4.40587789e-01,0,0
35,9.89235359e+00,2.34135986e-01,4.61594259e-01,3.06350000e-02,8.00000000e-04,6.55580761e-01,4.61372603e-01,1.00000000e-02,8.00000000e-04,5.52709452e+01,-3.22142005e+01,1.46935466e+01,-4.40587789e-01,0,0
36,1.01833052e+01,2.31588722e-01,4.81276602e-01,3.06350000e-02,8.00000000e-04,6.48448421e-01,4.80667158e-01,1.00000000e-02,8.00000000e-04,5.33588760e+01,-3.16386391e+01,1.41372270e+01,-4.40587789e-01,0,0
37,1.04742567e+01,2.29041458e-01,5.00970856e-01,3.06350000e-02,8.00000000e-04,6.41316082e-01,4.99982200e-01,1.00000000e-02,8.00000000e-04,5.13986776e+01,-3.08108839e+01,1.37426804e+01,-4.40587789e-01,1,0
38,1.07652083e+01,2.26494194e-01,5.20677020e-01,2.29750000e-02,8.00000000e-04,6.34183742e-01,5.19317727e-01,1.00000000e-02,8.00000000e-04,4.94718400e+01,-2.99803722e+01,1.33578401e+01,-4.40587789e-01,0,0
39,1.10561599e+01,2.23946929e-01,5.40395094e-01,2.29750000e-02,8.00000000e-04,6.27051403e-01,5.38673736e-01,1.00000000e-02,8.00000000e-04,4.75430781e+01,-2.91101091e+01,1.27966638e+01,-4.40587789e-01,0,0
40,1.13471115e+01,2.21399665e-01,5.60125079e-01,2.29750000e-02,8.00000000e-04,6.19919063e-01,5.58050226e-01,1.00000000e-02,8.00000000e-04,4.56490712e+01,-2.82345068e+01,1.22455995e+01,-4.40587789e-01,0,0
41,1.16380631e+01,2.18852401e-01,5.79866975e-01,2.29750000e-02,8.00000000e-04,6.12786723e-01,5.77447196e-01,1.00000000e-02,8.00000000e-04,4.38378831e+01,-2.72527139e+01,1.17186315e+01,-4.40587789e-01,0,0
42,1.19290146e+01,2.16305137e-01,5.99620781e-01,2.29750000e-02,8.00000000e-04,6.05654384e-01,5.96864644e-01,1.00000000e-02,8.00000000e-04,4.20706025e+01,-2.62630221e+01,1.12044384e+01,-4.40587789e-01,0,0
43,1.22199662e+01,2.13632209e-01,6.22052253e-01,2.29750000e-02,8.00000000e-04,5.98170184e-01,6.18939397e-01,1.00000000e-02,8.00000000e-04,4.04139635e+01,-2.52774355e+01,1.07224367e+01,-4.40587789e-01,0,0
44,1.25109178e+01,2.10905424e-01,6.45638813e-01,2.29750000e-02,8.00000000e-04,5.90535188e-01,6.42166869e-01,1.00000000e-02,8.00000000e-04,3.88085891e+01,-2.43023445e+01,1.02553504e+01,-4.40587789e-01,0,0
45,1.28018694e+01,2.08178640e-01,6.69238123e-01,2.29750000e-02,8.00000000e-04,5.82900192e-01,6.65417377e-01,1.00000000e-02,8.00000000e-04,3.73094618e+01,-2.32588741e+01,9.81917701e+00,-4.40587789e-01,0,0
46,1.30928209e+01,2.05451856e-01,6.92850183e-01,2.29750000e-02,8.00000000e-04,5.75265196e-01,6.88690921e-01,1.00000000e-02,8.00000000e-04,3.58641676e+01,-2.22091507e+01,9.39866637e+00,-4.40587789e-01,0,0
47,1.33837725e+01,2.02725071e-01,7.16474993e-01,2.29750000e-02,8.00000000e-04,5.67630199e-01,7.11987497e-01,1.00000000e-02,8.00000000e-04,3.44847266e+01,-2.05396541e+01,9.18032039e+00,-4.40587789e-01,1,0
48,1.36747241e+01,1.99998287e-01,7.40112553e-01,1.50000000e-02,8.00000000e-04,5.59995203e-01,7.35307107e-01,1.00000000e-02,8.00000000e-04,3.31349607e+01,-1.86773202e+01,8.97060844e+00,-4.40587789e-01,0,0
49,1.39656757e+01,1.97271502e-01,7.63762863e-01,1.50000000e-02,8.00000000e-04,5.52360207e-01,7.58649747e-01,1.00000000e-02,8.00000000e-04,3.19073246e+01,-1.68089945e+01,8.61342579e+00,-4.40587789e-01,0,0
50,1.42566272e+01,1.94411486e-01,7.88997397e-01,1.50000000e-02,8.00000000e-04,5.44352161e-01,7.83655326e-01,1.00000000e-02,8.00000000e-04,3.07099548e+01,-1.49932003e+01,8.26504917e+00,-4.40587789e-01,0,0
51,1.45475788e+01,1.91469812e-01,8.15208653e-01,1.50000000e-02,8.00000000e-04,5.36115473e-01,8.09687961e-01,1.00000000e-02,8.00000000e-04,2.96029381e+01,-1.31840144e+01,7.94296091e+00,-4.40587789e-01,0,0
52,1.48385304e+01,1.88528137e-01,8.41433663e-01,1.50000000e-02,8.00000000e-04,5.27878785e-01,8.35742298e-01,1.00000000e-02,8.00000000e-04,2.85268043e+01,-1.14450983e+01,7.62985808e+00,-4.40587789e-01,0,0
53,1.51294820e+01,1.85586463e-01,8.67672429e-01,1.50000000e-02,8.00000000e-04,5.19642097e-01,8.61818337e-01,1.00000000e-02,8.00000000e-04,2.74232446e+01,-9.61539838e+00,7.30877565e+00,-4.40587789e-01,0,0
54,1.54204335e+01,1.82644789e-01,8.93924949e-01,1.50000000e-02,8.00000000e-04,5.11405408e-01,8.87916079e-01,1.00000000e-02,8.00000000e-04,2.62794956e+01,-7.80507669e+00,6.97600006e+00,-4.40587789e-01,0,0
55,1.57113851e+01,1.79459406e-01,9.21665497e-01,1.50000000e-02,8.00000000e-04,5.02486337e-01,9.15518147e-01,1.00000000e-02,8.00000000e-04,2.49646382e+01,-5.96549186e+00,6.59344025e+00,-4.40587789e-01,0,0
56,1.60023367e+01,1.76246944e-01,9.49584813e-01,1.50000000e-02,8.00000000e-04,4.93491444e-01,9.43308557e-01,1.00000000e-02,8.00000000e-04,2.34926661e+01,-4.17605922e+00,6.16516764e+00,-4.40587789e-01,0,0
57,1.62932883e+01,1.73034483e-01,9.77519150e-01,1.50000000e-02,8.00000000e-04,4.84496552e-01,9.71122670e-01,1.00000000e-02,8.00000000e-04,0.00000000e+00,0.00000000e+00,-6.70060596e-01,-4.40587789e-01,0,0
58,1.65842398e+01,1.69130912e-01,1.00662174e+00,1.50000000e-02,8.00000000e-04,4.73566555e-01,1.00034440e+00,1.00000000e-02,8.00000000e-04,0.00000000e+00,0.00000000e+00,-6.70060596e-01,-4.40587789e-01,0,0
59,1.68751914e+01,1.65190967e-01,1.03580336e+00,1.50000000e-02,8.00000000e-04,4.62534709e-01,1.02965817e+00,1.00000000e-02,8.00000000e-04,0.00000000e+00,0.00000000e+00,-6.70060596e-01,-4.40587789e-01,0,0
60,1.71661430e+01,1.61251023e-01,1.06500340e+00,1.50000000e-02,8.00000000e-04,4.51502863e-01,1.05899103e+00,1.00000000e-02,8.00000000e-04,0.00000000e+00,0.00000000e+00,-3.35030298e-01,-2.20293895e-01,0,0
