airfoil_id,zone_origin,Re,roughness_mode,alpha_deg,cl,cd,cm,converged,status,backend,warning_flags,branch_label,screening_quality
dae11,"root,mid1",100000.0,clean,17.25,1.535610152688283,0.1049460864959902,-0.07944107233310571,True,ok,julia_xfoil,,poststall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",100000.0,clean,17.5,1.5408403673683377,0.10657119877584417,-0.07820754679959309,True,ok,julia_xfoil,,poststall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",100000.0,clean,17.75,1.5302400709912003,0.11157441972260039,-0.07911597737061352,True,ok,julia_xfoil,,poststall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",100000.0,clean,18.0,1.525535322197345,0.1155228024294524,-0.07957457374225049,True,ok,julia_xfoil,,poststall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-6.0,0.029167801450700144,0.08018869548596395,-0.11857368567619646,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-5.75,0.02881401419734078,0.07611746716012746,-0.11372369030664643,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-5.5,0.03628969164561797,0.07457863130554997,-0.11168407834815999,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-5.25,0.045245224424355454,0.07298247131173811,-0.11140954245466361,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-5.0,0.057934780566503544,0.07092508967836898,-0.11291727683073931,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-4.75,0.09726252186514268,0.06976892710617044,-0.12600687946038094,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-4.5,0.10855486778015722,0.0637453911065692,-0.12856918403157552,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-4.25,0.12322992309958607,0.06148554282748888,-0.12667309767495466,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-4.0,0.11804994611945045,0.06181539362143774,-0.12513318224026546,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-3.75,0.10399060646577371,0.06227894157489805,-0.12211390293169168,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-3.5,0.11674640359539351,0.06102859318427822,-0.12232838415033778,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-3.25,0.14812926510017094,0.05808445550416219,-0.1279621595373429,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-3.0,0.17187928679123135,0.05624161757808659,-0.1280307374350625,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-2.75,0.2098882378234944,0.05386041059804475,-0.1320303824204531,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-2.5,0.2858028881772403,0.043799102216465734,-0.14060224323511794,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-2.25,0.32651481791767706,0.04152086027533392,-0.14207326191058506,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-2.0,0.2978850828107639,0.043694882897609866,-0.13769119646638991,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-1.75,0.3120114808253471,0.04387982835329696,-0.13671266458643716,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-1.5,0.3428776311098808,0.043059978882954965,-0.137452069085807,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-1.25,0.38100583892913586,0.04199569558723688,-0.13874867813080846,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-1.0,0.42400045235599776,0.04096676288529932,-0.1402786846858655,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-0.75,0.4654039921471592,0.03975539946783506,-0.14134464412571243,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-0.5,0.5043410653982581,0.03914700936823597,-0.14174864046985833,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,-0.25,0.4681448257968828,0.04229642095936802,-0.13746775907135705,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,0.0,0.4959817967232871,0.04213100579404909,-0.13800979578858688,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,0.25,0.5222517670266416,0.03966636996260468,-0.13669188124286838,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,0.5,0.5586533200410103,0.03973734278386101,-0.1372266331329207,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,0.75,0.5985359787403952,0.03969882895442802,-0.13798991424596452,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,1.0,0.6369267653366476,0.03966323283850308,-0.13828199068945232,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,1.25,0.6735380257525246,0.0397541619089587,-0.1382148942591264,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,1.5,0.6269325389568533,0.0437677084984777,-0.13434434328025951,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,1.75,0.6624494992755948,0.043769182011481576,-0.134743606075928,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,2.0,0.7011047105318807,0.04362453185839713,-0.13529494902673225,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,2.25,0.740107239116929,0.04349823892607677,-0.13578810554814147,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,2.5,0.7786390262059142,0.04347381945806727,-0.1361664061062476,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,2.75,0.8283419679073869,0.042338029377241314,-0.13626444845832325,False,ok,julia_xfoil,not_converged,unknown,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,3.0,0.8899014213432154,0.03946033586425367,-0.13928558741839786,False,ok,julia_xfoil,not_converged,unknown,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,3.25,0.9356215641025417,0.03672754612280706,-0.14336724362117156,False,ok,julia_xfoil,not_converged,unknown,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,3.5,0.9677107233765767,0.03422780800050687,-0.14426351582247124,False,ok,julia_xfoil,not_converged,unknown,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,3.75,1.012177101973786,0.03242006858817596,-0.1455694324286604,False,ok,julia_xfoil,not_converged,unknown,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,4.0,0.8432221452697359,0.05080025902379689,-0.12937471312477222,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,4.25,0.8801948223050543,0.0503867830327265,-0.12957093686712978,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,4.5,0.917731577123126,0.04998995083959987,-0.1298088976019206,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,4.75,0.9567828002935049,0.04948787643088966,-0.1300930865304499,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,5.0,0.919344718082377,0.05385670836778553,-0.1265539978004384,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,5.25,0.9554918981580366,0.05327642268425401,-0.1265722251192848,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,5.5,0.9928478358810979,0.052654471608127036,-0.12667612371920986,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,5.75,1.0314953130587659,0.05187621992340734,-0.12676587055958313,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,6.0,1.0782624874122946,0.050257189024993425,-0.1270872375631014,False,ok,julia_xfoil,not_converged,unknown,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,6.25,1.0331608562449863,0.05568050098616355,-0.12352248010150034,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,6.5,1.0710973640664279,0.05473256441528413,-0.1234996984970197,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
dae11,"root,mid1",125000.0,clean,6.75,1.1092737641385115,0.053629113735569285,-0.1233514303177925,True,ok,julia_xfoil,,prestall,seed_reference_pending_full_polar_dae11_rescue
