policy_case,assignment,status,source_quality,e_CDi,target_vs_avl_rms,target_vs_avl_outer_delta,profile_cd,CD0_total_est,mission_drag_budget_band,min_stall_margin,max_station_utilization,root_airfoil,root_record_source_quality,mid1_airfoil,mid1_record_source_quality,mid2_airfoil,mid2_record_source_quality,tip_airfoil,tip_record_source_quality
Policy A unrestricted,root:dae11|mid1:dae11|mid2:clarkysm|tip:clarkysm,ok,not_mission_grade_sidecar,0.985693,0.051299,0.111665,0.010991,0.014881,target,1.39054,0.903768,dae11,full_polar_candidate_not_mission_grade,dae11,full_polar_candidate_not_mission_grade,clarkysm,full_polar_mission_grade_candidate,clarkysm,full_polar_mission_grade_candidate
Policy C mission-grade-only,root:cst_root_nsga2_g05_child_0019_00cc4dca|mid1:cst_mid1_nsga2_g06_child_0001_a86879e2|mid2:clarkysm|tip:clarkysm,ok,mission_grade_sidecar,0.985598,0.044089,0.090167,0.011398,0.015288,target,3.051108,0.824612,cst_root_nsga2_g05_child_0019_00cc4dca,full_polar_mission_grade_candidate,cst_mid1_nsga2_g06_child_0001_a86879e2,full_polar_mission_grade_candidate,clarkysm,full_polar_mission_grade_candidate,clarkysm,full_polar_mission_grade_candidate
DAE11 forced root/mid1 ClarkY outer,root:dae11|mid1:dae11|mid2:clarkysm|tip:clarkysm,ok,not_mission_grade_sidecar,0.985693,0.051299,0.111665,0.010991,0.014881,target,1.39054,0.903768,dae11,full_polar_candidate_not_mission_grade,dae11,full_polar_candidate_not_mission_grade,clarkysm,full_polar_mission_grade_candidate,clarkysm,full_polar_mission_grade_candidate
CST root/mid1 ClarkY outer,root:cst_root_nsga2_g05_child_0019_00cc4dca|mid1:cst_mid1_nsga2_g06_child_0001_a86879e2|mid2:clarkysm|tip:clarkysm,ok,mission_grade_sidecar,0.985598,0.044089,0.090167,0.011398,0.015288,target,3.051108,0.824612,cst_root_nsga2_g05_child_0019_00cc4dca,full_polar_mission_grade_candidate,cst_mid1_nsga2_g06_child_0001_a86879e2,full_polar_mission_grade_candidate,clarkysm,full_polar_mission_grade_candidate,clarkysm,full_polar_mission_grade_candidate
