allowable_case,wire_allowable_n,wire_allowable_kn,wire_tension_n_1p0g,wire_utilization_1p0g,wire_tension_n_1p5g,wire_utilization_1p5g,wire_tension_n_1p75g,wire_utilization_1p75g,wire_tension_n_2p0g,wire_utilization_2p0g,wire_tension_n_3p0g,wire_utilization_3p0g,wire_only_fail_load_factor,estimated_first_fail_load_factor,first_fail_mode,next_failure_mode_after_wire,next_failure_load_factor_after_wire,one_p75_safe,three_g_wire_comfortable,three_g_system_note,required_min_break_load_n_current_policy,required_min_break_load_kn_current_policy
current,4581.4892864851145,4.581489286485114,1512.0428477460762,0.33003304235730396,2268.064271619114,0.49504956353595597,2646.0749835556335,0.577557824125282,3024.0856954921524,0.6600660847146079,4536.128543238228,0.9900991270719119,3.0299996414218704,3.0299996414218704,wire_tension,tip_deflection,3.3049033879762773,yes,no,"wire utilization at 3.0G is 0.990, above comfort threshold 0.80",17180.58482431918,17.18058482431918
5kN,5000.0,5.0,1512.0428477460762,0.30240856954921524,2268.064271619114,0.4536128543238228,2646.0749835556335,0.5292149967111267,3024.0856954921524,0.6048171390984305,4536.128543238228,0.9072257086476456,3.306784597707162,3.3049033879762773,tip_deflection,tip_deflection,3.3049033879762773,yes,no,"wire utilization at 3.0G is 0.907, above comfort threshold 0.80",18750.0,18.75
6kN,6000.0,6.0,1512.0428477460762,0.2520071412910127,2268.064271619114,0.37801071193651903,2646.0749835556335,0.4410124972592723,3024.0856954921524,0.5040142825820254,4536.128543238228,0.7560214238730381,3.9681415172485943,3.3049033879762773,tip_deflection,tip_deflection,3.3049033879762773,yes,yes,wire comfortable; next fixed-design limiter is tip_deflection at n=3.305,22500.0,22.5
8kN,8000.0,8.0,1512.0428477460762,0.18900535596825951,2268.064271619114,0.28350803395238927,2646.0749835556335,0.3307593729444542,3024.0856954921524,0.37801071193651903,4536.128543238228,0.5670160679047785,5.290855356331459,3.3049033879762773,tip_deflection,tip_deflection,3.3049033879762773,yes,yes,wire comfortable; next fixed-design limiter is tip_deflection at n=3.305,30000.0,30.0
10kN,10000.0,10.0,1512.0428477460762,0.15120428477460762,2268.064271619114,0.2268064271619114,2646.0749835556335,0.26460749835556335,3024.0856954921524,0.30240856954921524,4536.128543238228,0.4536128543238228,6.613569195414324,3.3049033879762773,tip_deflection,tip_deflection,3.3049033879762773,yes,yes,wire comfortable; next fixed-design limiter is tip_deflection at n=3.305,37500.0,37.5
