candidate_id,overall_status,structure_trust_label,tube_mass_kg,total_structural_mass_kg,equivalent_failure_index,equivalent_buckling_index,equivalent_tip_deflection_m,equivalent_twist_max_deg,loaded_shape_main_z_error_max_m,loaded_shape_twist_error_max_deg,jig_ground_clearance_min_m,jig_prebend_m,jig_curvature_per_m,wire_tension_n,wire_tension_margin_n,closure_status
current_avl_compromise_conservative_closed,pass,internal screening; FEM model-basis mismatch,10.8736370429664,13.3736370429664,-0.6419226454465663,-0.8386626648459689,1.543161599989442,0.1845896746104309,0.0,0.0,0.042389758176557296,2.2726779150712972,0.10830267180849926,3024.0856954921524,1557.403590992962,closed_for_screening
