case_label,target_source,requested_effective_dihedral_deg,requested_target_main_tip_z_m,target_shape_z_scale_generator,dihedral_exponent,refresh_steps,returncode,run_succeeded,canonical_entrypoint,canonical_command_txt_path,canonical_command_used,case_dir,summary_path,candidate_avl_artifact,config_path,design_report,tube_spar_mass_budget_kg,tube_spar_mass_budget_basis,canonical_total_structural_mass_target_kg,canonical_target_mass_basis,target_main_tip_z_m,target_rear_tip_z_m,target_root_main_z_m,target_root_rear_z_m,aero_surface_z_m,aero_surface_z_source,effective_dihedral_deg,total_cruise_effective_dihedral_deg,main_beam_z_m,rear_beam_z_m,main_beam_tip_z_m,rear_beam_tip_z_m,built_in_geometric_z_m,elastic_deflection_z_m,total_loaded_z_m,total_loaded_tip_z_m,canonical_overall_feasible,feasible,tube_mass_kg,tube_mass_full_span_kg,total_structural_mass_kg,spar_tube_mass_target_kg,tube_mass_margin_kg,meets_tube_mass_target,canonical_total_structural_mass_margin_kg,meets_canonical_total_structural_mass_target,jig_ground_clearance_min_m,jig_ground_clearance_margin_m,healthy_clearance_m,clearance_margin_vs_healthy_m,healthy_clearance,max_jig_prebend_m,max_jig_vertical_curvature_per_m,loaded_shape_error,loaded_shape_error_tol_m,loaded_shape_error_ok,equivalent_tip_deflection_m,equivalent_twist_max_deg,equivalent_failure_index,equivalent_buckling_index,target_shape_error_max_m,target_shape_error_rms_m,loaded_shape_main_z_error_max_m,selected_source,failures,moment_closure_status,jig_feasibility_status,structure_trust_label,warning_flags,message,wire_rigging_path,wire_count,wire_tension_n,wire_margin_n,wire_min_tension_n,wire_max_tension_n,wire_min_tension_margin_n,wire_slack_count,main_r_mm,main_t_mm,rear_r_mm,rear_t_mm,target_loaded_shape_csv,jig_shape_csv,loaded_shape_csv,export_csv_target_main_tip_z_m,export_csv_target_rear_tip_z_m,jig_main_tip_z_m,jig_rear_tip_z_m
target_main_tip_z_1p804m,effective_dihedral_deg,6.0,1.8042343324762455,1.6941113387394788,1.0,0,0,True,/Volumes/Samsung SSD/hpa-mdo/scripts/direct_dual_beam_inverse_design.py,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_1p804m/command.txt,"'/Volumes/Samsung SSD/hpa-mdo/.venv/bin/python' '/Volumes/Samsung SSD/hpa-mdo/scripts/direct_dual_beam_inverse_design.py' --config '/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/smooth_tier2_canonical_config.yaml' --design-report '/Volumes/Samsung SSD/hpa-mdo/output/blackcat_004/ansys/crossval_report.txt' --output-dir '/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_1p804m' --aero-source-mode candidate_avl_spanwise --candidate-avl-spanwise-loads-json '/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/candidate_avl_artifacts/target_main_tip_z_1p804m.json' --target-shape-z-scale 1.69411133874 --dihedral-exponent 1 --refresh-steps 0 --main-plateau-grid 0.0,1.0 --main-taper-fill-grid 0.0,1.0 --rear-radius-grid 0.0,1.0 --rear-outboard-grid 0.0,1.0 --wall-thickness-grid 0.0,1.0 --cobyla-maxiter 40 --rib-zonewise-mode limited_zonewise --target-mass-kg 14 --skip-local-refine --skip-step-export --no-ground-clearance-recovery",/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_1p804m,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_1p804m/direct_dual_beam_inverse_design_refresh_summary.json,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/candidate_avl_artifacts/target_main_tip_z_1p804m.json,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/smooth_tier2_canonical_config.yaml,/Volumes/Samsung SSD/hpa-mdo/output/blackcat_004/ansys/crossval_report.txt,11.5,spar_tube_mass_full_span_kg_post_filter,14.0,direct_dual_beam_inverse_design.total_structural_mass_kg,1.8042343324768007,1.794048719360518,0.07143912961806514,0.0651858601168413,1.050581644,baseline_smooth_section_table_not_remapped_for_scaled_beam_line_target,6.000000000002,6.000000000002,1.8042343324768007,1.794048719360518,1.8042343324768007,1.794048719360518,1.050581644,1.2718219767371874,1.8042343324768007,1.8042343324768007,False,False,14.702920907067146,14.702920907067146,17.202920907067146,11.5,-3.2029209070671456,False,-3.2029209070671456,False,-0.19374879173987858,-0.19374879173987858,0.02,-0.21374879173987857,False,1.8827062188312649,0.10205646290805412,0.0,0.005,True,1.2718219767371874,0.1836016847225633,-0.6727606876268841,-0.8485899632261206,1.3877787807814457e-17,1.266862905101691e-18,0.0,coarse_grid,ground_clearance,not_reported_by_canonical_summary,blocked,daily_screening,legacy_target_csv_tip_z_differs_from_selected_target_shape,analysis complete,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_1p804m/lift_wire_rigging.json,1,2830.9847849511266,1750.5045015339879,2830.9847849511266,2830.9847849511266,1750.5045015339879,0,"[34.9239,34.9239,34.9239,34.9239,31.482040134862082,27.89864164602724]","[0.8,0.8,0.8,0.8,0.8,0.8]","[10.0,10.0,10.0,10.0,10.0,10.0]","[0.8,0.8,0.8,0.8,3.8,3.8]",/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_1p804m/target_loaded_shape_spar_data.csv,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_1p804m/jig_shape_spar_data.csv,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_1p804m/loaded_shape_spar_data.csv,1.0650034,1.05899103,0.0365836704803,-0.0886574994707
target_main_tip_z_2p108m,effective_dihedral_deg,7.0,2.1077373306514695,1.9790897704736747,1.0,0,0,True,/Volumes/Samsung SSD/hpa-mdo/scripts/direct_dual_beam_inverse_design.py,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_2p108m/command.txt,"'/Volumes/Samsung SSD/hpa-mdo/.venv/bin/python' '/Volumes/Samsung SSD/hpa-mdo/scripts/direct_dual_beam_inverse_design.py' --config '/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/smooth_tier2_canonical_config.yaml' --design-report '/Volumes/Samsung SSD/hpa-mdo/output/blackcat_004/ansys/crossval_report.txt' --output-dir '/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_2p108m' --aero-source-mode candidate_avl_spanwise --candidate-avl-spanwise-loads-json '/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/candidate_avl_artifacts/target_main_tip_z_2p108m.json' --target-shape-z-scale 1.97908977047 --dihedral-exponent 1 --refresh-steps 0 --main-plateau-grid 0.0,1.0 --main-taper-fill-grid 0.0,1.0 --rear-radius-grid 0.0,1.0 --rear-outboard-grid 0.0,1.0 --wall-thickness-grid 0.0,1.0 --cobyla-maxiter 40 --rib-zonewise-mode limited_zonewise --target-mass-kg 14 --skip-local-refine --skip-step-export --no-ground-clearance-recovery",/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_2p108m,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_2p108m/direct_dual_beam_inverse_design_refresh_summary.json,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/candidate_avl_artifacts/target_main_tip_z_2p108m.json,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/smooth_tier2_canonical_config.yaml,/Volumes/Samsung SSD/hpa-mdo/output/blackcat_004/ansys/crossval_report.txt,11.5,spar_tube_mass_full_span_kg_post_filter,14.0,direct_dual_beam_inverse_design.total_structural_mass_kg,2.1077373306475558,2.0958383236204305,0.07143912961806514,0.0651858601168413,1.050581644,baseline_smooth_section_table_not_remapped_for_scaled_beam_line_target,6.999999999987,6.999999999987,2.1077373306475558,2.0958383236204305,2.1077373306475558,2.0958383236204305,1.050581644,1.4422293406134696,2.1077373306475558,2.1077373306475558,False,False,13.981704076910821,13.981704076910821,16.481704076910823,11.5,-2.4817040769108214,False,-2.481704076910823,False,-0.1367455878403261,-0.1367455878403261,0.02,-0.15674558784032608,False,2.0844176349073797,0.10362241739759315,0.0,0.005,True,1.4422293406134696,0.18358504555521424,-0.6571799213597888,-0.8434695447618955,5.551115123125783e-17,5.067451620406764e-18,0.0,coarse_grid,ground_clearance,not_reported_by_canonical_summary,blocked,daily_screening,legacy_target_csv_tip_z_differs_from_selected_target_shape,analysis complete,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_2p108m/lift_wire_rigging.json,1,2900.8328149453414,1680.656471539773,2900.8328149453414,2900.8328149453414,1680.656471539773,0,"[34.9239,34.9239,34.9239,34.9239,27.2639,19.288899999999998]","[0.8,0.8,0.8,0.8,0.8,0.8]","[10.0,10.0,10.0,10.0,10.0,10.0]","[0.8,0.8,0.8,0.8,3.8,3.8]",/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_2p108m/target_loaded_shape_spar_data.csv,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_2p108m/jig_shape_spar_data.csv,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_2p108m/loaded_shape_spar_data.csv,1.0650034,1.05899103,0.114774788138,0.0114206887131
target_main_tip_z_4p250m,old_x4_equivalent,,4.25,3.990597595912658,1.0,0,0,True,/Volumes/Samsung SSD/hpa-mdo/scripts/direct_dual_beam_inverse_design.py,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m/command.txt,"'/Volumes/Samsung SSD/hpa-mdo/.venv/bin/python' '/Volumes/Samsung SSD/hpa-mdo/scripts/direct_dual_beam_inverse_design.py' --config '/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/smooth_tier2_canonical_config.yaml' --design-report '/Volumes/Samsung SSD/hpa-mdo/output/blackcat_004/ansys/crossval_report.txt' --output-dir '/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m' --aero-source-mode candidate_avl_spanwise --candidate-avl-spanwise-loads-json '/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/candidate_avl_artifacts/target_main_tip_z_4p250m.json' --target-shape-z-scale 3.99059759591 --dihedral-exponent 1 --refresh-steps 0 --main-plateau-grid 0.0,1.0 --main-taper-fill-grid 0.0,1.0 --rear-radius-grid 0.0,1.0 --rear-outboard-grid 0.0,1.0 --wall-thickness-grid 0.0,1.0 --cobyla-maxiter 40 --rib-zonewise-mode limited_zonewise --target-mass-kg 14 --skip-local-refine --skip-step-export --no-ground-clearance-recovery",/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m/direct_dual_beam_inverse_design_refresh_summary.json,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/candidate_avl_artifacts/target_main_tip_z_4p250m.json,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/smooth_tier2_canonical_config.yaml,/Volumes/Samsung SSD/hpa-mdo/output/blackcat_004/ansys/crossval_report.txt,11.5,spar_tube_mass_full_span_kg_post_filter,14.0,direct_dual_beam_inverse_design.total_structural_mass_kg,4.249999999997169,4.226007076813656,0.07143912961806514,0.0651858601168413,1.050581644,baseline_smooth_section_table_not_remapped_for_scaled_beam_line_target,13.905689643629,13.905689643629,4.249999999997169,4.226007076813656,4.249999999997169,4.226007076813656,1.050581644,2.9093759852802408,4.249999999997169,4.249999999997169,True,True,9.68940044080386,9.68940044080386,12.18940044080386,11.5,1.81059955919614,True,1.81059955919614,True,0.04443739171417006,0.04443739171417006,0.02,0.024437391714170063,True,3.6605444948404773,0.12322830013677977,0.0,0.005,True,2.9093759852802408,0.18547258478509893,-0.4661176682798001,-0.8012896127797583,1.7763568394002505e-15,1.625193042246078e-16,0.0,baseline,,not_reported_by_canonical_summary,pass,daily_screening,legacy_target_csv_tip_z_differs_from_selected_target_shape,analysis complete,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m/lift_wire_rigging.json,1,3260.2739339276477,1321.2153525574668,3260.2739339276477,3260.2739339276477,1321.2153525574668,0,"[30.635,30.635,30.635,30.635,22.975,15.0]","[0.8,0.8,0.8,0.8,0.8,0.8]","[10.0,10.0,10.0,10.0,10.0,10.0]","[0.8,0.8,0.8,0.8,0.8,0.8]",/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m/target_loaded_shape_spar_data.csv,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m/jig_shape_spar_data.csv,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m/loaded_shape_spar_data.csv,1.0650034,1.05899103,0.756009072035,0.565462581973
