case_label,target_main_tip_z_m,target_rear_tip_z_m,effective_dihedral_deg,tube_mass_kg,total_structural_mass_kg,jig_ground_clearance_min_m,loaded_shape_error,canonical_command_txt_path,case_dir,summary_path
target_main_tip_z_4p250m,4.249999999997169,4.226007076813656,13.905689643629,9.68940044080386,12.18940044080386,0.04443739171417006,0.0,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m/command.txt,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m,/Volumes/Samsung SSD/hpa-mdo/output/pipeline_redesign_v2/structure_budgeted_z_state_mvp/runs/target_main_tip_z_4p250m/direct_dual_beam_inverse_design_refresh_summary.json
