Node,Y_Position_m,Main_X_m,Main_Z_m,Main_Outer_Radius_m,Main_Wall_Thickness_m,Rear_X_m,Rear_Z_m,Rear_Outer_Radius_m,Rear_Wall_Thickness_m,Lift_Per_Span_N_m,Torque_Per_Span_Nm_m,Main_FZ_N,Rear_FZ_N,Is_Joint,Is_Wire_Attach
1,0,0.314193274,0.0714391296181,3.49239000e-02,8.00000000e-04,0.8797411672,0.0651858601168,1.00000000e-02,8.00000000e-04,0.00000000e+00,0.00000000e+00,-7.92229624e-01,-2.20293895e-01,0,0
2,0.290951576271,0.311936699231,0.0782169606781,3.49239000e-02,8.00000000e-04,0.873422757847,0.0725181647092,1.00000000e-02,8.00000000e-04,0.00000000e+00,0.00000000e+00,-1.58445925e+00,-4.40587789e-01,0,0
3,0.581903152542,0.309680124462,0.0851436686536,3.49239000e-02,8.00000000e-04,0.867104348494,0.0800054247631,1.00000000e-02,8.00000000e-04,7.57840027e+01,-4.58800208e+01,2.04650158e+01,-4.40587789e-01,0,0
4,0.872854728814,0.307423549693,0.0922196259408,3.49239000e-02,8.00000000e-04,0.86078593914,0.0876477188903,1.00000000e-02,8.00000000e-04,7.54945252e+01,-4.58643968e+01,2.03807919e+01,-4.40587789e-01,0,0
5,1.16380630508,0.305166974924,0.0994452049362,3.49239000e-02,8.00000000e-04,0.854467529787,0.0954451257065,1.00000000e-02,8.00000000e-04,7.52050478e+01,-4.58487728e+01,2.02965679e+01,-4.40587789e-01,0,0
6,1.45475788136,0.302910400155,0.106820778036,3.49239000e-02,8.00000000e-04,0.848149120434,0.10339772383,1.00000000e-02,8.00000000e-04,7.49101923e+01,-4.58312364e+01,2.02107793e+01,-4.40587789e-01,1,0
7,1.74570945763,0.300653825386,0.114346717637,3.49239000e-02,8.00000000e-04,0.841830711081,0.111505591884,1.00000000e-02,8.00000000e-04,7.46058081e+01,-4.58103116e+01,2.01222182e+01,-4.40587789e-01,0,0
8,2.0366610339,0.298397250617,0.122023396134,3.49239000e-02,8.00000000e-04,0.835512301728,0.119768808491,1.00000000e-02,8.00000000e-04,7.43014240e+01,-4.57893868e+01,2.00336572e+01,-4.40587789e-01,0,0
9,2.32761261017,0.296140675848,0.129851185926,3.49239000e-02,8.00000000e-04,0.829193892375,0.128187452277,1.00000000e-02,8.00000000e-04,7.39749421e+01,-4.57550069e+01,1.99386668e+01,-4.40587789e-01,0,0
10,2.61856418644,0.293884101079,0.137830459407,3.49239000e-02,8.00000000e-04,0.822875483021,0.136761601872,1.00000000e-02,8.00000000e-04,7.35880800e+01,-4.56838618e+01,1.98261086e+01,-4.40587789e-01,0,0
